RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount
80,Athletics,6000,689886,EPOCH SPORTS LLC,PO BOX 431419,,MINNEAPOLIS,MN,55443,9099
31,School of Dental Medicine,6000,264921,ALLEGHENY EDUCATIONAL SYSTEMS INC,1425 FREEPORT ROAD,,NATRONA HEIGHTS,PA,15065,9100
92,Business and Auxiliary Services,6400,633318,F&B+,325 FOXCROFT DRIVE,,IVYLAND,PA,18974,9100
33,School of Pharmacy,7100,349758,SPECIALTY UNDERWRITERS LLC,PO BOX 78075,,MILWAUKEE,WI,53278-0075,9102
02,SVC Engagement,6900,589134,"POLITICO, LLC",1000 WILSON BLVD 8TH FL,,ARLINGTON,VA,22209,9117
55,UPMC Hillman Cancer Center,6000,197458,BIO X CELL,39 LABOMBARD RD,,LEBANON,NH,03766,9132
92,Business and Auxiliary Services,7400,103166,D&H DISTRIBUTING CO,P O BOX 406942,,ATLANTA,GA,30384-6942,9134
85,SOMD Administration,6000,230595,ABCAM INC,PO BOX 3460,,BOSTON,MA,02241-3460,9155
91,"Planning, Design and Real Estate",7700,495406,OAK HILL COMMON LLC,ATTN REBECCA NELSON,280 BURROW STREET,PITTSBURGH,PA,15213,9162
92,Business and Auxiliary Services,7400,105082,HARRY GUCKERT CO,810 W N AVE,,PITTSBURGH,PA,15233,9190
87,SVC and Chief Financial Officer,6400,122387,DUN & BRADSTREET,861 MARCON BOULEVARD,,ALLENTOWN,PA,18103-0000,9201
67,Facilities Management,6000,680436,MSA INNOVATION LLC,PO BOX 734143,,CHICAGO,IL,60673-4143,9208
92,Business and Auxiliary Services,7400,655652,EMERSON STREET DIVISION AND GAUSS SALES,1555 EMERSON STREET,,ROCHESTER,NY,14606,9208
67,Facilities Management,6000,140534,WELESKI TRANSFER INC,161 HORNER STREET,,JOHNSTOWN,PA,15902,9210
35,School of Medicine,6400,107169,MAROADI TRANSFER AND STORAGE INC,1850 GILL HALL RD,RT 30,FINELYVILLE,PA,15332,9217
42,Greensburg Campus,7140,405254,KIMBERLY CONTRACTING SERVICE,421 N SECOND STREET,,WEST NEWTON,PA,15089,9245
30,SVC Health Sciences,6900,438461,CONSORTIUM OF UNIVERSITIES FOR GLOBAL HE,3333 CALIFORNIA STREET,SUITE 285,SAN FRANCISCO,CA,94118,9250
80,Athletics,7100,549671,8K SOLUTIONS,1714 RIVERSIDE DRIVE,,TITUSVILLE,FL,32780,9275
54,Office of University Counsel,6400,370990,FLAHERTY & O'HARA PC,1100 ALLEGHENY BUILDING,429 FORBES AVENUE,PITTSBURGH,PA,15219,9279
44,Bradford Campus,7100,137880,STERIS CORP,LOCKBOX# 771652,1652 SOLUTION CENTER,CHICAGO,IL,60677-1006,9298
90,Western Psychiatric Institute and Clinic,7100,183050,LEICA MICROSYSTEMS INC,2345 WAUKEGAN ROAD,,BANNOCKBURN,IL,60015,9299
61,Pitt Information Technology,6900,109211,PITTSBURGH TECHNOLOGY COUNCIL,2000 TECHNOLOGY DRIVE,SUITE 100,PITTSBURGH,PA,15219,9300
89,Human Resources,6400,680946,"SHORAK, ELI",1819 MADISON DR,,MOON TOWNSHIP,PA,15108,9314
03,SVC Research,6400,558135,AWESOME FILMS LLC,2653 GLOUCESTER DRIVE,,PITTSBURGH,PA,15241,9324
67,Facilities Management,7100,333256,EATON CORPORATION,6622 MAIN STREET,SUITE 4,BUFFALO,NY,14221,9345
02,SVC Engagement,6000,638071,CONCEPT3D,3858 WALNUT STREET NUMBER 212,,DENVER,CO,80205,9346
61,Pitt Information Technology,6400,638068,IDATA INCORPORATED,1908 MOUNT VERNON AVE 2ND FLOOR,,ALEXANDRIA,VA,22301,9350
43,Titusville Campus,6700,554154,PRINTING CONCEPTS INC,4982 PACIFIC AVE,,ERIE,PA,16506,9355
94,School of Computing and Information,6000,325307,"JOBTARGET, LLC",PO BOX 791122,,BALTIMORE,MD,21279-1122,9359
33,School of Pharmacy,6000,614164,COURSETUNE INC,9884 S RIGGS DR,,SANDY,UT,84092,9360
56,SVC Philanthropic and Alumni Engagement,6400,619399,H MARKETING SERVICES INC,419 STATION ST,,BRIDGEVILLE,PA,15017,9360
23,Swanson School of Engineering,7100,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,9362
60,Libraries,6500,408106,RETTA LIBROS LIDERLAF SA,P O BOX 669236,,MIAMI,FL,33166,9367
85,SOMD Administration,6000,354979,NORGEN BIOTEK CORP,3430 SCHMON PARKWAY,,THOROLD,,L2P 2B7,9370
85,SOMD Administration,6400,700001,PORTAGER SOLUTIONS LLC,7277 N HAWTHORNE LN,,INDIANAPOLIS,IN,46250,9375
35,School of Medicine,7100,310651,MERCO SCIENTIFIC INC,455 MT MORRIS ROAD,,MT MORRIS,PA,15349,9377
87,SVC and Chief Financial Officer,6900,107899,NACUBO,PO BOX 791331,,BALTIMORE,MD,21279-1331,9377
67,Facilities Management,7140,108627,OVERHEAD DOOR CO OF GREATER PITTSBURGH,821 PINE STREET,,JOHNSTOWN,PA,15902,9384
03,SVC Research,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,9388
85,SOMD Administration,7100,111351,TF CAMPBELL CO INC,1521 SAW MILL RUN BLVD,,PITTSBURGH,PA,15210,9393
56,SVC Philanthropic and Alumni Engagement,6400,284962,PERFORMANCE ENHANCEMENT GROUP LTD,2038 LEXINGTON DR,,HOUSTON,TX,77098,9400
06,Kenneth P. Dietrich School of Arts and Sciences,6000,103467,DIGI-KEY CORP 1332,701 BROOKS AVENUE SOUTH,POST OFFICE BOX 677,THIEF RIVER FALLS,MN,56701-0677,9405
06,Kenneth P. Dietrich School of Arts and Sciences,6000,427370,TOBII TECHNOLOGY INC,510 N WASHINGTON STREET,SUITE 200,FALLS CHURCH,VA,22046,9405
41,Johnstown Campus,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,9407
92,Business and Auxiliary Services,7400,105660,INGRAM BOOK CO,PO BOX 277616,,ATLANTA,GA,30384-7616,9408
67,Facilities Management,7100,386411,HOFFMAN ELECTRIC,1400 WILDWOOD ROAD,,GIBSONIA,PA,15044,9412
42,Greensburg Campus,6400,100066,ABCO FIRE PROTECTION INC,PO BOX 400028,,PITTSBURGH,PA,15268-0028,9418
56,SVC Philanthropic and Alumni Engagement,6000,518673,INITIUM SOFTWARE LLC,319 LITTLETON RD,STE 306,WESTFORD,MA,01886,9431
67,Facilities Management,7135,520350,"WRIGHT COMMERCIAL FLOORS, LLC",2601 SILVER DRIVE,,COLUMBUS,OH,43211,9440
67,Facilities Management,7100,555169,LEMOS LABS LLC,329 PILLOW STREET,,BUTLER,PA,16001,9450
85,SOMD Administration,7100,367806,STRONGLAND ROOFING SYSTEMS INC,1465 AIRPORT ROAD,,VANDERGRIFT,PA,15690,9458
92,Business and Auxiliary Services,7100,233807,HAPCHUK INC,226 RANKIN ROAD,,WASHINGTON,PA,15301,9475
06,Kenneth P. Dietrich School of Arts and Sciences,6000,106535,LABORATORY PRODUCTS SALES INC,1665 BUFFALO RD,,ROCHESTER,NY,14624,9476
35,School of Medicine,6000,499458,GRUBHUB HOLDINGS INC,111 W WASHINGTON ST STE 2100,,CHICAGO,IL,60602,9485
23,Swanson School of Engineering,6000,107813,MOUSER ELECTRONICS INC,328 ROUTE 46,SUITES 1 & 2,BUDD LAKE,NJ,07828,9490
91,"Planning, Design and Real Estate",6400,669265,BURNS SCALO DEVELOPMENT LLC,965 GREENTREE RD STE 400,,PITTSBURGH,PA,15220,9490
31,School of Dental Medicine,6000,100115,ACE SURGICAL SUPPLY CO,1034 PEARL ST,PO BOX 1710,BROCKTON,MA,02301,9498
02,SVC Engagement,6400,353889,ON MOTION MEDIA,209 9TH STREET,SUITE 202,PITTSBURGH,PA,15222,9500
80,Athletics,6000,457440,FAST MODEL TECHNOLOGIES LLC,"410 N. MICHIGAN AVE, SUITE 320",,CHICAGO,IL,60611,9500
92,Business and Auxiliary Services,6000,247105,CONTINENTAL OFFICE ENVIRONMENTS,PO BOX 29908,,COLUMBUS,OH,43229-7508,9521
33,School of Pharmacy,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,9525
85,SOMD Administration,7100,346031,THERMO ELECTRON NORTH AMERICA LLC,PO BOX 742775,,ATLANTA,GA,30374-2775,9529
61,Pitt Information Technology,6400,262538,IRON MOUNTAIN,PO BOX 6,1137 BRANCHTON ROAD,BOYERS,PA,16020,9537
06,Kenneth P. Dietrich School of Arts and Sciences,7140,128373,BLT CONTRACTING INC,1718 MT NEBO ROAD,P O BOX 401,SEWICKLEY,PA,15143-0401,9565
39,School of Health & Rehabilitation Sciences,6400,100668,AMERICAN OCCUPATIONAL THERAPY ASSOCIATIO,PO BOX 64394,,BALTIMORE,MD,21264-4394,9595
35,School of Medicine,6000,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,9598
39,School of Health & Rehabilitation Sciences,6000,666124,SONOSIM INC,1738 BERKELEY ST,,SANTA MONICA,CA,90404,9600
41,Johnstown Campus,6800,371909,"SINGLE, ALICE",605 SEESETOWN ROAD,,SIDMAN,PA,15955,9600
90,Western Psychiatric Institute and Clinic,6400,685615,"NOLL, AMY KRISTINE",134 EILEEN DR,,PITTSBURGH,PA,15214,9600
92,Business and Auxiliary Services,6000,632623,STARTER CORP,120 COOL SPRINGS LANE,,HARRISON CITY,PA,15636,9600
60,Libraries,6500,535953,AMALIVRE,62 AVENUE DE SUFFREN,,PARIS,,F-75015,9611
31,School of Dental Medicine,6000,312870,KEYSTONE DENTAL GROUP,616 HOLLYWOOD AVE,,CHERRY HILL,NJ,08002,9617
80,Athletics,6000,606176,STADIUM FRAME,2018 3RD AVENUE,,HUNTINGTON,WV,25703,9625
81,University Center for Social & Urban Research,6000,612139,CARTOLINA,PCARD,,,BC,000000000,9633
85,SOMD Administration,7100,111480,TOBEY-KARG SERVICE AGENCY,431 JANE ST,,CARNEGIE,PA,15106,9633
31,School of Dental Medicine,6400,305907,"BREWER, R JOHN",203 BLUESTONE DR,,BETHEL PARK,PA,15102,9639
60,Libraries,6500,596554,CFRA,ONE NEW YORK PLAZA 34TH FL,,NEW YORK,NY,10004,9713
61,Pitt Information Technology,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,9745
56,SVC Philanthropic and Alumni Engagement,6400,686555,HEADSTORM LLC,15455 DALLAS PARKWAY,STE 300,ADDISON,TX,75001-6471,9750
67,Facilities Management,6000,103262,DAVEY TREE EXPERT CO,P O BOX 94532,,CLEVELAND,OH,44101-4532,9750
30,SVC Health Sciences,6000,594418,GRANT WRITERS SEMINARS & WORKSHOPS,PO BOX 308,,BUELLTON,CA,93427,9751
31,School of Dental Medicine,6000,104557,GC AMERICA INC,3737 W 127TH ST,,ALSIP,IL,60803,9762
31,School of Dental Medicine,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,9762
90,Western Psychiatric Institute and Clinic,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,9767
05,Student Affairs,6400,555514,KELEVRA IDEAS LLC,PO BOX 14683,,PITTSBURGH,PA,15234,9775
06,Kenneth P. Dietrich School of Arts and Sciences,6000,101209,THE BAKER COMPANY INC,PO BOX 845005,,BOSTON,MA,02284-5005,9775
42,Greensburg Campus,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,9810
35,School of Medicine,6000,347496,EBAY INC,,,,,95125,9831
55,UPMC Hillman Cancer Center,6000,111308,TED PELLA INC,PO BOX 492477,,REDDING,CA,96049-2477,9840
92,Business and Auxiliary Services,7100,656897,STEEL CITY PLASTERING INC,26 GUNTHER ROAD,,CHESWICK,PA,15024,9840
80,Athletics,6400,226523,"PETRICK, JAMES D",HEAD INJURY CLINIC,"200 OLD POND RD, STE 104",BRIDGEVILLE,PA,15017,9850
10,SVC and Provost,6400,586801,ANTHEM VIDEO PRODUCTION LLC,1936 FIFTH AVE,,PITTSBURGH,PA,15219,9855
93,Public Safety and Emergency Management,6000,158571,TRAPUZZANOS UNIFORMS,911 SCALP AVENUE,SUITE 159,JOHNSTOWN,PA,15904,9860
61,Pitt Information Technology,6000,287664,BOTTOMLINE TECHNOLOGIES INC,PO BOX 412377,,BOSTON,MA,02241-2377,9867
41,Johnstown Campus,6000,139775,GLASSMERE FUEL SERVICE INC,PO BOX 187,,CURTISVILLE,PA,15032,9883
35,School of Medicine,6000,153487,MBL INTERNATIONAL CORP,PO BOX 846133,,BOSTON,MA,02284-6133,9890
85,SOMD Administration,7100,605982,VERTIV CORPORATION,PO BOX 70474,,CHICAGO,IL,60673,9898
60,Libraries,6000,102785,COMPUCOM INC,7171 FOREST LANE,,DALLAS,TX,75230,9909
80,Athletics,7100,682322,NEP INTEGRATION SOLUTIONS,2 BETA DR,ATTN: ACCOUNTS RECEIVABLE,PITTSBURGH,PA,15238,9917
85,SOMD Administration,6000,452787,NANOSTRING TECHNOLOGIES INC,DEPT CH 16877,,PALATINE,IL,60055-6877,9917
35,School of Medicine,7140,265541,INSTITUTIONAL SPECIALTIES INC,PO BOX 11528,,PITTSBURGH,PA,15238,9920
67,Facilities Management,7100,107724,MONARCH OIL CO INC,1137 WASHINGTON BLVD,PO BOX 4600,PITTSBURGH,PA,15206,9923
85,SOMD Administration,6000,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,9928
80,Athletics,7100,227301,SMAIL AUTOMOTIVE,PO BOX 610 RT 30 E,,GREENSBURG,PA,15601,9936
44,Bradford Campus,6000,561310,FOLLETT HIGHER EDUCATION GROUP INC,STORE NO 1810,3146 SOLUTIONS CENTER,CHICAGO,IL,60677-3001,9940
10,SVC and Provost,6400,542990,HIGH SCHOOL COUNSELOR CONNECT,PO BOX 270071,,WEST HARTFORD,CT,06127,9950
21,Katz Graduate School of Business,6000,580528,EDUSOURCED INC,1391 FIFTH AVENUE,SUITE 214,COLUMBUS,OH,43212-2403,9950
60,Libraries,6500,102170,CASALINI LIBRI,VIA BENEDETTO DA MAIANO 3,50014 (FIRENZE),FIESOLE,,,9973
30,SVC Health Sciences,6400,594418,GRANT WRITERS SEMINARS & WORKSHOPS,PO BOX 308,,BUELLTON,CA,93427,9975
92,Business and Auxiliary Services,7100,102878,CONTINENTAL RESEARCH CORP,PO BOX 15118,DURABLE COMPONENT TECH,ST LOUIS,MO,63110-0204,9980
05,Student Affairs,6000,534951,SUBITUP INC,250 COMMERCIAL STREET SUTIE 3006,,MANCHESTER,NH,03104,9990
22,School of Education,6000,689158,GRADUWAY INC,PO Box 746174,,ATLANTA,GA,30374-6174,9995
01,Chancellor,6900,187390,COUNCIL ON COMPETITIVENESS,1401 H STREET NW,SUITE 650,WASHINGTON,DC,20005,10000
10,SVC and Provost,6400,112004,US NEWS AND WORLD REPORT LP,SUBSCRIPTION DEPT,PO BOX 55913,BOULDER,CO,80323-5913,10000
10,SVC and Provost,6400,221563,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,PO BOX 415649,,BOSTON,MA,02241-5649,10000
10,SVC and Provost,6900,236854,WISCONSIN CENTER FOR EDUCATION RESEARCH,1025 W JOHNSON STREET,ROOM 242,MADISON,WI,53706-1796,10000
35,School of Medicine,6400,272505,"JONES, CAMARA",318 ARIZONA AVENUE,,ATLANTA,GA,30307,10000
41,Johnstown Campus,6700,112009,US POSTAL SERVICE,115 BOYLSTON ST,,BRADFORD,PA,16701,10000
51,University Center for International Studies,6400,637430,BEYOND THEORY TO PRACTICE LLC,6644 CADENCE BLVD,,ATLANTA,GA,30328,10000
60,Libraries,6400,690047,FREE JOURNAL NETWORK,710 N PLEASANT ST,C/O MARK WILSON,AMHERST,MA,01003,10000
60,Libraries,6400,104197,VENTARA SOCIEDAD ANONIMA,P O BOX 667658,,MIAMI,FL,33166,10000
60,Libraries,6900,141514,COUNCIL ON LIBRARY AND INFORMATION RESOU,2221 S CLARK ST,,ARLINGTON,VA,22202,10000
80,Athletics,6900,168750,LEAD1 ASSOCIATION,920 SOUTH MAIN STREET,SUITE 100,GRAPEVINE,TX,76501,10000
85,SOMD Administration,6000,244536,KNOWLEDGE SHARING SYSTEMS,PO BOX 369,ACCOUNTS PAYABLE,CARY,NC,27512,10000
85,SOMD Administration,6400,218788,NEW HORIZONS COMPUTER LEARNING CENTER OF,PO BOX 863,,LAKE FOREST,IL,60045-0863,10000
85,SOMD Administration,6900,107931,NATIONAL ACADEMY OF SCIENCES,PO BOX 936144,,ATLANTA,GA,31193-6135,10000
85,SOMD Administration,6900,594678,BEN FRANKLIN TECHNOLOGY PARTNERS CORPORA,116 RESEARCH DR,PLAZA LEVEL,BETHLEHEM,PA,18015,10000
87,SVC and Chief Financial Officer,6400,146931,URMIA,PO BOX 1027,,BLOOMINGTON,IN,47402,10000
90,Western Psychiatric Institute and Clinic,6000,529581,INSCOPIX INC,2462 EMBARCADERO WAY,,PALO ALTO,CA,94303,10000
21,Katz Graduate School of Business,6400,539770,ATENDIA EAD,20 SERDIKA STREET 3RD FL,,SOFIA,,1000,10004
06,Kenneth P. Dietrich School of Arts and Sciences,6400,556751,UNIVERSITY OF DONJA GORICA,DONJA GORICA BB,,PODGORICA,,81000,10020
35,School of Medicine,7100,100897,AQUA FILTER FRESH INC,PO BOX 14128,,PITTSBURGH,PA,15239-0128,10049
67,Facilities Management,6000,611973,GRIMCO INC,29538 NETWORK PL,,CHICAGO,IL,60673-1295,10054
92,Business and Auxiliary Services,7400,122014,AAA ENGRAVING,3 STATION SQUARE DR EAST,,PITTSBURGH,PA,15219,10060
67,Facilities Management,6000,324477,ERICH GUMTO GREENHOUSES INC,1060 MERIDIAN ROAD,,RENFREW,PA,16053,10071
41,Johnstown Campus,7100,156931,KAZA FIRE EQUIPMENT COMPANY LLC,155 LOVELL AVENUE,SUITE ONE,EBENSBURG,PA,15931,10081
23,Swanson School of Engineering,6800,119108,PITTSBURGH QUARTERLY,36 HABERMAN AVE,,PITTSBURGH,PA,15211-2144,10090
67,Facilities Management,6000,110974,STANTON INDUSTRIAL ELECTRIC SUPPLY INC,521 PENN AVE,,PITTSBURGH,PA,15221,10091
85,SOMD Administration,7100,435211,AB SCIEX LLC,24882 NETWORK PLACE,,CHICAGO,IL,60673-1248,10105
31,School of Dental Medicine,6400,111320,TELEPLEX INC,1 GRANDE PLAZA,STE 1201-411,PITTSBURGH,PA,15219,10108
35,School of Medicine,7100,567061,CENTRAL RESEARCH LABORATORIES INC,23478 NETWORK PLACE,,CHICAGO,IL,60673-1234,10111
67,Facilities Management,6000,104845,GRAYBAR ELECTRIC COMPANY,12444 COLLECTIONS CTR DR,,CHICAGO,IL,60693-2444,10122
56,SVC Philanthropic and Alumni Engagement,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,10128
80,Athletics,7135,132454,FASTSIGNS,144 W 12TH ST,,ERIE,PA,16501,10143
60,Libraries,6500,112358,WERT BOOKBINDING INC,9975 ALLENTOWN BLVD,,GRANTVILLE,PA,17028,10234
41,Johnstown Campus,7100,510496,EAST END LOCK SERVICE,2611 GRAHAM AVE,,WINDBER,PA,15963,10239
35,School of Medicine,6000,470616,AMAZON WEB SERVICES,1,,,WA,1,10240
90,Western Psychiatric Institute and Clinic,6400,538082,"BAKER TILLY VIRCHOW KRAUSE, LLP",PO BOX 7398,,MADISON,WI,53707-7398,10240
30,SVC Health Sciences,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,10252
43,Titusville Campus,6800,554154,PRINTING CONCEPTS INC,4982 PACIFIC AVE,,ERIE,PA,16506,10271
67,Facilities Management,6000,404638,RS SUPPLY LLC,2228 CENTRE AVE,,PITTSBURGH,PA,15219,10282
80,Athletics,6000,697243,TOP STRING LACROSSE LLC,4705 LIBRARY ROAD,,BETHEL PARK,PA,15102,10284
90,Western Psychiatric Institute and Clinic,6400,323765,CROSS IT SERVICES AND SOLUTIONS LLC,801 BRENTWOOD DR,,GREENVILLE,PA,16125,10290
92,Business and Auxiliary Services,7400,112550,WINCRAFT INC,SDS-12-1806,P O BOX 86,MINNEAPOLIS,MN,55486-1806,10301
92,Business and Auxiliary Services,7135,607326,1-800-GOT-JUNK? PITTSBURGH,3739 FOSTER ST,,PITTSBURGH,PA,15201,10302
80,Athletics,6400,691455,REISINGER COMBER AND MILLER LLC,436 7TH AVE  STE 300,,PITTSBURGH,PA,15219,10305
67,Facilities Management,7000,104362,FOX CHAPEL AUTHORITY,255 ALPHA DR,,PITTSBURGH,PA,15238,10307
23,Swanson School of Engineering,6000,187422,FEI COMPANY,2718 PAYSPHERE CIR,,CHICAGO,IL,60674,10308
67,Facilities Management,7100,111351,TF CAMPBELL CO INC,1521 SAW MILL RUN BLVD,,PITTSBURGH,PA,15210,10318
23,Swanson School of Engineering,6000,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,10319
92,Business and Auxiliary Services,7400,151006,WORLD COURIER INC,P O BOX 62277,,BALTIMORE,MD,21264-2277,10320
05,Student Affairs,6000,108717,PAPER PRODUCTS CO INC,36 TERMINAL WAY,,PITTSBURGH,PA,15219,10324
39,School of Health & Rehabilitation Sciences,6400,617515,PGH CLEANING LLC,61 CAROL DRIVE,,CARNEGIE,PA,15106,10340
23,Swanson School of Engineering,6000,117198,ALLIED HIGH TECH PRODUCTS INC,PO BOX 4608,2376 EAST PACIFICA PL,RANCHO DOMINGUEZ,CA,90220,10354
92,Business and Auxiliary Services,7400,111560,TRAU AND LOEVNER,838 BRADDOCK AVE,,BRADDOCK,PA,15104,10357
41,Johnstown Campus,6000,606546,MODEL APPAREL LLC,100 THIRD ST,,CHARLEROI,PA,15022,10368
26,School of Social Work,6900,102991,COUNCIL ON SOCIAL WORK EDUCATION,1600 DUKE ST,,ALEXANDRIA,VA,22314,10400
80,Athletics,6900,212117,FAIR LABOR ASSN,C/O TAKING CARE OF BUSINESS INC,8300 GREENSBORO DRIVE,MCLEAN,VA,22102,10418
80,Athletics,6900,518046,WORKER RIGHTS CONSORTIUM,5 THOMAS CIRCLE NW 5TH FL,,WASHINGTON,DC,20005,10418
67,Facilities Management,6000,614522,CUMMINS SALES AND SERVICE,4494 SOULUTIONS CENTER,#774494,CHICAGO,IL,60677-4004,10431
92,Business and Auxiliary Services,7100,416127,VIRGIN CARPETS INC,1031 GILL HALL ROAD,,JEFFERSON HILLS,PA,15025,10450
93,Public Safety and Emergency Management,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,10480
85,SOMD Administration,6400,673772,ETON BIOSCIENCE INC,5820 OBERLIN DRIVE  SUITE 108,,SAN DIEGO,CA,92121,10485
35,School of Medicine,6000,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,10493
03,SVC Research,6900,102987,COUNCIL ON GOVERNMENTAL RELATIONS,1 DUPONT CIR NW,STE 425,WASHINGTON,DC,20036,10500
30,SVC Health Sciences,6400,687096,BEYOND THE PROFESSORIATE INC,3368 S VERBENA CT,,DENVER,CO,80231,10500
42,Greensburg Campus,6000,295739,D-BUG INC,1142 MISSION ROAD,,LATROBE,PA,15650,10500
42,Greensburg Campus,6400,613190,HALDA LLC,2890 INDIAN HILLS DR,,PROVO,UT,84604,10500
55,UPMC Hillman Cancer Center,6000,490234,ONCOVIR INC,1804 WOOD'S EDGE DR NE,ATTN: MATTHEW VANDERMAST,LEESBURG,VA,20176,10500
60,Libraries,6900,190256,PALCI,LEHIGH UNIVERSITY,FAIRCHILD-MARTINDALE LIBRARY,BETHLEHEM,PA,18015,10500
61,Pitt Information Technology,6400,641820,COMAROUND INC,"55 SHUMAN BLVD, SUITE 850",,NAPERVILLE,IL,60563,10500
80,Athletics,6400,698923,LIPSCOMB UNIVERSITY,1 UNIVERSITY PARK DR,,NASHVILLE,TN,37204,10500
80,Athletics,6400,583496,INCOME PROCTECTION CONSULTANTS INC,PO BOX 5146,,HIGH POINT,NC,27262,10500
41,Johnstown Campus,6400,322004,KAPLAN INC,KAPLAN HIGHER EDUCATION CORP,PO BOX 203882,DALLAS,TX,75320-3882,10504
31,School of Dental Medicine,7400,102714,COLUMBIA DENTOFORM CORP,2 WEST LIBERTY BLVD,SUITE 160,MALVERN,PA,19355,10510
55,UPMC Hillman Cancer Center,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,10514
67,Facilities Management,7100,218607,"MOLECULAR REPAIR SYSTEMS, INC.",2950 WESTWAY DR #110,,BRUNSWICK,OH,44212,10531
31,School of Dental Medicine,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,10541
24,School of Law,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,10552
31,School of Dental Medicine,6000,105448,HU-FRIEDY MFG CO LLC,3232 N ROCKWELL ST,,CHICAGO,IL,60618,10573
67,Facilities Management,7140,672827,FAMOUS SUPPLY CO,2620 RIDGEWOOD RD,,AKRON,OH,44313,10579
41,Johnstown Campus,7100,111646,TUSCANO-MAHER ROOFING INC,RR 3 BOX 29,,SALTBURG,PA,15681,10582
26,School of Social Work,6000,103816,EDUCATIONAL TESTING SERVICE,4897 COLLECTION CENTER DR,,CHICAGO,IL,60693,10595
26,School of Social Work,6400,184205,"WEXLER, SANDRA R",2228 CL,,PITTSBURGH,PA,15260,10610
80,Athletics,6000,281685,GLOBAL SATELLITE SALES AND SERVICE,3109 LIBERTY WAY,,MCKESSPORT,PA,15133,10615
85,SOMD Administration,6000,100369,ALLENTOWN INC,165 RT 526,,ALLENTOWN,NJ,08501,10640
85,SOMD Administration,6000,301179,AIRGAS,1403 S VALLEY CENTER DRIVE,,BAY CITY,MI,48706,10647
92,Business and Auxiliary Services,7135,112585,WITT PEST MANAGEMENT,3351 BIGELOW BLVD,,PITTSBURGH,PA,15219,10666
10,SVC and Provost,7400,110514,"SHERIDAN PRESS, INC",PO BOX 75082,,BALTIMORE,MD,21275,10681
41,Johnstown Campus,7100,188777,WEST CENTRAL EQUIPMENT,170 PITTSBURGH RD,,BUTLER,PA,16001,10689
06,Kenneth P. Dietrich School of Arts and Sciences,6000,108186,NEW ENGLAND BIOLABS,32 TOZER ROAD,,BEVERLY,MA,01915,10696
41,Johnstown Campus,6600,383164,AT&T MOBILITY,P O BOX 6416,,CAROL STREAM,IL,60197-6416,10702
85,SOMD Administration,6000,123191,PATTERSON VETERINARY SUPPLIES,13510 NW US HWY 441,DEA# RW0277649,ALACHUA,FL,32615,10717
23,Swanson School of Engineering,6000,100213,AG TRIMBLE CO,2889 GLENMORE AVE,STE 1,PITTSBURGH,PA,15216-2161,10723
61,Pitt Information Technology,7400,288543,T MOBILE,PO BOX 742596,,CINCINNATI,OH,45274-2596,10739
85,SOMD Administration,7140,112977,CALDWELL'S WINDOWARE INC,166 WABASH ST,,PITTSBURGH,PA,15220,10743
39,School of Health & Rehabilitation Sciences,6400,694739,REHABSKILLS LIMITED,95 DRYBURGH RD,,WISHAW,,ML2 7JH,10750
21,Katz Graduate School of Business,6400,398666,MBA TOUR INC,20 SHAWNEE ROAD,,ARLINGTON,MA,02476,10770
85,SOMD Administration,6000,291384,ANIMAL CARE SYSTEMS INC,7086 SOUTH REVERE PARKWAY,,CENTENNIAL,CO,80112,10789
