Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
06,Kenneth P. Dietrich School of Arts and Sciences,6000,545417,DASSAULT SYSTEMES BIOVIA CORP,PO BOX 740887,,LOS ANGELES,CA,90074-0087,6594
89,V C Human Resources,6400,368116,DICE CAREER SOLUTIONS,4939 COLLECTION CENTER DRIVE,,CHICAGO,IL,60693,6595
35,School of Medicine,7100,567061,CENTRAL RESEARCH LABORATORIES INC,23478 NETWORK PLACE,,CHICAGO,IL,60673-1234,6600
23,Swanson School of Engineering,6400,236854,WISCONSIN CENTER FOR EDUCATION RESEARCH,1025 W JOHNSON STREET,ROOM 242,MADISON,WI,53706-1796,6600
01,Chancellor,6900,177937,COUNCIL FOR HIGHER EDUCATION ACCREDITATI,PO BOX 75387,,BALTIMORE,MD,21275-7387,6600
05,Student Affairs,6000,149721,YMCA,BRADFORD YMCA,59 BOYLSTON ST,BRADFORD,PA,16701,6603
31,School of Dental Medicine,6000,109949,RMO INC,DEPT 394,,DENVER,CO,80291,6604
23,Swanson School of Engineering,6000,516072,CTIONLINE LLC,152 HEATHER GLEN DRIVE,,COPPELL,TX,75019,6615
03,Sr V C Research,6000,101928,BUTLER GAS PRODUCTS CO,110 NICHOL AVE,,MCKEES ROCKS,PA,15136,6621
85,School of Medicine Division Administration,6400,102677,COLLEGE OF AMERICAN PATHOLOGISTS,PO BOX 71698,,CHICAGO,IL,60694-1698,6627
67,Facilities Management,6000,105631,INDUSTRIAL PUMP AND MOTOR REPAIR,1642 BUTLER PLANK RD,PO BOX 255,GLENSHAW,PA,15116,6628
67,Facilities Management,6000,300576,CUMMINS BRIDGEWAY LLC,#774494,4494 SOLUTIONS CENTER,CHICAGO,IL,60677-4004,6633
23,Swanson School of Engineering,6000,181878,MICROCHEM CORP,PO BOX 844003,,BOSTON,MA,02284-4003,6638
31,School of Dental Medicine,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,6639
55,UPMC Hillman Cancer Center,7100,359079,POWELL MECHANICAL INC,PO BOX 2686,,DES PLAINES,IA,60018,6642
85,School of Medicine Division Administration,6000,548895,IDEZI GROUP LLC,"1585 MALLORY LANE, SUITE 105",,BRENTWOOD,TN,37027,6643
44,Bradford Campus,6700,104193,FERGUSON PRINTING INC,20 RIVER ST,,SALAMANCA,NY,14779,6643
67,Facilities Management,7140,136022,COASTAL DISPLAYS OF PITTSBURGH DBA NIMLO,5 GRAPE STREET,,PITTSBURGH,PA,15210,6645
42,Greensburg Campus,7400,323955,OAK HALL INDUSTRIES LP,310 HACKETT BLVD,,ALBANY,NY,12208,6651
35,School of Medicine,7300,119236,CHANDIRAMANI PROPERTIES INC,121 TROTWOOD DR,,MONROEVILLE,PA,15146,6658
90,Western Psychiatric Institute and Clinic,7300,119236,CHANDIRAMANI PROPERTIES INC,121 TROTWOOD DR,,MONROEVILLE,PA,15146,6658
39,School of Health & Rehabilitation Sciences,6000,417481,IWORX SYSTEMS INC,ONE WASHINGTON STREET,SUITE 404,DOVER,NH,03820,6667
10,Sr V C and Provost,6400,597715,GARDEN CITY HOTEL,45 SEVENTH STREET,,GARDEN CITY,NY,11530,6688
05,Student Affairs,6400,549449,SKYFACTOR,3058 E ELM STREET,,SPRINGFIELD,MO,65802,6691
89,V C Human Resources,6000,325307,"JOBTARGET, LLC",PO BOX 791122,,BALTIMORE,MD,21279-1122,6691
31,School of Dental Medicine,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,6706
60,Libraries,6500,269479,ABEBOOKS.COM,SUTIE 4,410 GARBALLY RD,VICTORIA,BC,V8T 2K1,6717
85,School of Medicine Division Administration,7100,209983,SHERMAN ENGINEERING,252 WEST SWAMP RD,BAILIWICK BUSINESS CAMPU  UNIT 3,DOYLESTOWN,PA,18901-0000,6735
32,School of Nursing,6000,106547,LAERDAL MEDICAL CORP,POST OFFICE BOX 19258,,NEWARK,NJ,07195-0258,6736
35,School of Medicine,6000,119588,UNIVERSITY OF PITTSBURGH BOOK CENTER,4000 FIFTH AVENUE,,PITTSBURGH,PA,15213,6743
06,Kenneth P. Dietrich School of Arts and Sciences,6000,108797,PAUL LUMBER AND SUPPLY CO,4072 LIBERTY AVE,PO BOX 9280,PITTSBURGH,PA,15224-0280,6743
42,Greensburg Campus,6000,102136,CAROLINA BIOLOGICAL SUPPLY CO,2700 YORK ROAD,,BURLINGTON,NC,27215,6744
94,School of Computing and Information,6900,102815,COMPUTING RESEARCH ASSOCIATION,P.O. BOX 75611,,BALTIMORE,MD,21275-5611,6746
56,V C Institutional Advancement,6400,621268,EXECUTIVE CATERERS,6111 LANDERHAVEN DRIVE,,MAYFIELD HEIGHTS,OH,44124,6749
44,Bradford Campus,7400,106698,LEGACY ATHLETIC,100 CUMMINGS CTR,SUITE 222C,BEVERLY,MA,01915,6749
85,School of Medicine Division Administration,6400,400724,"SATKOSKE, VALERIE",2442 RIHN STRASSE RD,,GIBSONIA,PA,15044,6750
23,Swanson School of Engineering,6400,103943,ENERGETICS INC,ATTN: CONFERENCE SERVICES,7164 GATEWAY DR,COLUMBIA,MD,21046,6750
01,Chancellor,7400,572899,"SJOL, KELLY",510 5TH AVENUE,,FREEDOM,PA,15042,6750
39,School of Health & Rehabilitation Sciences,6000,186525,CHALLENGER CORPORATION,5530 SUMMER AVENUE,,MEMPHIS,TN,38134,6750
80,Athletics,6000,418505,"FRAMEWORK, LLC",500 HODGSON ROAD,,DARLINGTON,PA,16115,6755
61,Computing Services & Systems Development,6400,426005,CAROUSEL INDUSTRIES OF NORTH AMERICA INC,PO BOX 842084,,BOSTON,MA,02284-2084,6755
67,Facilities Management,7100,517705,CEC COMBUSTION SAFETY LLC,PO BOX 71935,,CHICAGO,IL,60694-1935,6758
10,Sr V C and Provost,6400,101390,"BENNETT, KATHLEEN (2)",PO BOX 7358,SUNNYSIDE WORDWORKS,COLUMBIA,MO,65205,6761
44,Bradford Campus,7100,610258,FRED L BURNS INC,269 MCCLAIN WATSON ROAD,,SHIPPENVILLE,PA,16254,6765
31,School of Dental Medicine,7100,324352,SPECIAL PATHOGENS LABORATORY,UNIVERSITY DRIVE C,INFECTIOUS DISEASE SECTION,PITTSBURGH,PA,15240,6770
67,Facilities Management,6000,112283,WATER HEATER DISTRIBUTORS,3219 LIBERTY AVE,,PITTSBURGH,PA,15201,6779
22,School of Education,6000,443780,TRIMARK SS KEMP,4567 WILLOW PKY,,CLEVELAND,OH,44125,6780
55,UPMC Hillman Cancer Center,6000,246844,BECTON DICKINSON & CO,TWO OAK PARK,,BEDFORD,MA,01730,6781
85,School of Medicine Division Administration,7100,575201,METTLER-TOLEDO RAININ LLC,27006 NETWORK PLACE,,CHICAGO,IL,60673-1270,6792
80,Athletics,7135,491639,SPEEDPRO IMAGING PITTSBURGH NORTH,404 COMMERCE PARK DRIVE,,CRANBERRY TOWNSHIP,PA,16066,6792
94,School of Computing and Information,6000,325307,"JOBTARGET, LLC",PO BOX 791122,,BALTIMORE,MD,21279-1122,6794
06,Kenneth P. Dietrich School of Arts and Sciences,6400,492972,"ROBLES, PETER",SERIOUS MUSIC MEDIA,169 EAST 90TH ST #10,NEW YORK,NY,10128,6800
35,School of Medicine,6400,380973,OCREATIONS LLC,313 EAST CARSON ST,,PITTSBURGH,PA,15219,6808
80,Athletics,6000,111664,UCS INC,PO B0X 657,,LINCOLNTON,NC,28092,6811
35,School of Medicine,6000,300595,NEWEGG.COM,17560 ROWLAND ST,,CITY OF INDUSTRY,CA,91748,6820
30,Sr V C Health Sciences,6500,127268,GENE CODES CORP,640 AVIS DRIVE,SUITE 300,ANN ARBOR,MI,48108-0000,6825
23,Swanson School of Engineering,6000,549263,LITTLEBITS ELECTRONICS INC,"601 W 26TH ST, SUITE M274",,NEW YORK,NY,10001,6838
10,Sr V C and Provost,6400,618200,ARBUCKLE EDITORIAL,2740 NW 17TH ST,,OKLAHOMA CITY,OK,73107,6840
44,Bradford Campus,6400,550698,"ARONSON, CYNTHIA J",3581 MARY ELLEN DR,,BEMUS POINT,NY,14712,6840
01,Chancellor,7400,335908,CLEAR CHANNEL OUTDOOR INC,PO BOX 402379,,ATLANTA,GA,30384-2379,6840
85,School of Medicine Division Administration,7100,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,6844
80,Athletics,6000,612495,ADOBE GRAPHICS AND DESIGN INC,PO BOX 2212,,GREAT NECK,NY,11022,6845
42,Greensburg Campus,6000,115104,LIFE TECHNOLOGIES CORP,PO BOX 79464,,BALTIMORE,MD,21279-0464,6850
35,School of Medicine,6000,470616,AMAZON WEB SERVICES,1,,,WA,1,6855
22,School of Education,6000,100693,AMERICAN RED CROSS,302 CONGRESS ST,,BRADFORD,PA,16701,6866
92,Business Operations,7100,117606,BM KRAMER & CO INC,69 SOUTH 20TH ST,,PITTSBURGH,PA,15203-1986,6871
44,Bradford Campus,6400,319684,WR CASE & SONS CUTLERY CO,OWENS WAY,,BRADFORD,PA,16701,6876
23,Swanson School of Engineering,7140,423817,TRI STATE FLOORING INC,1206 WESTERN AVE 4TH FL,PO BOX 99187,PITTSBURGH,PA,15233,6880
23,Swanson School of Engineering,7140,320723,SOUTHWEST ALUMINUM & GLASS CO,1000 SOUTHWEST DR,,CUDDY,PA,15031,6880
06,Kenneth P. Dietrich School of Arts and Sciences,6000,106535,LABORATORY PRODUCTS SALES INC,1665 BUFFALO RD,,ROCHESTER,NY,14624,6885
41,Johnstown Campus,7100,510496,EAST END LOCK SERVICE,2611 GRAHAM AVE,,WINDBER,PA,15963,6889
35,School of Medicine,6400,468612,SCHNEIDER ELECTRIC IT USA INC,PO BOX 533344,,CHARLOTTE,NC,28290,6890
80,Athletics,6400,226523,"PETRICK, JAMES D",HEAD INJURY CLINIC,"200 OLD POND RD, STE 104",BRIDGEVILLE,PA,15017,6895
92,Business Operations,7100,200934,MCGANN & CHESTER LLC,700 HARGROVE ST,,PITTSBURGH,PA,15226,6906
56,V C Institutional Advancement,6000,461778,AVANGATE B.V.,Van Heuven Goedhartlaan 937,1181 LD Amstelveen,AMSTERDAM,,,6916
06,Kenneth P. Dietrich School of Arts and Sciences,6000,263560,DON'S APPLIANCES LTD,2335 WASHINGTON RD,,CANONSBURG,PA,15317,6921
85,School of Medicine Division Administration,7100,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,6927
92,Business Operations,7100,354704,OELER INDUSTRIES INC,4700 CLAIRTON BLVD,SUITE 100B,PITTSBURGH,PA,15236,6935
06,Kenneth P. Dietrich School of Arts and Sciences,7400,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,6961
85,School of Medicine Division Administration,7100,111724,UNITED SAFETY SERVICES INC,416 E MAIN ST,,CARNEGIE,PA,15106,6968
92,Business Operations,7100,102765,COMMUNITY GLASS SERVICE,5921 BROWNSVILLE RD,,PITTSBURGH,PA,15236,6975
83,General University,7140,531222,FAPD LLC,761 OSAGE ROAD,,PITTSBURGH,PA,15243,6975
32,School of Nursing,6000,163247,POCKET NURSE ENTERPRISES INC,200 1ST ST,,AMBRIDGE,PA,15003,6979
92,Business Operations,7400,108240,NEW YORK TIMES,SALES,PO BOX 85055,LOUISVILLE,KY,40285,6986
35,School of Medicine,6000,106535,LABORATORY PRODUCTS SALES INC,1665 BUFFALO RD,,ROCHESTER,NY,14624,6993
06,Kenneth P. Dietrich School of Arts and Sciences,6400,612857,"LAVALLE, VICTOR",804 WEST 180TH STREET #33,,NEW YORK,NY,10033,7000
61,Computing Services & Systems Development,6400,302884,GEMINI THEATER COMPANY,420 CHARTIER AVE,,MCKEES ROCKS,PA,15136,7000
23,Swanson School of Engineering,6000,511177,"GUIDEBOOK, INC",261 HAMILTON AVE,SUITE 205,PALO ALTO,CA,94306,7000
86,Sr V C Business and Operations,6400,102753,COMMONWEALTH OF PENNSYLVANIA,OVR,45 NORTH 4TH ST,ALLENTOWN,PA,18102,7000
86,Sr V C Business and Operations,6900,385948,CLERY CENTER FOR SECURITY ON CAMPUS,133 IVY LANE,SUITE 200,KING OF PRUSSIA,PA,19406,7000
06,Kenneth P. Dietrich School of Arts and Sciences,6400,617530,"FRAZIER, LATOYA R",801 S. WELLS STR. APT. 101,,CHICAGO,IL,60607,7000
32,School of Nursing,6400,496285,EXAMSOFT WORLDWIDE INC,3600 FAU BLVD SUITE 205,,BOCA RATON,FL,33431,7000
44,Bradford Campus,6400,158549,THEATREWORKS USA,151 WEST 26TH ST,7TH FL,NEW YORK,NY,10001,7000
35,School of Medicine,7100,445522,CAPINTEC INC,7 VREELAND ROAD  SUITE 101,,FLORHAM PARK,NJ,07932,7000
35,School of Medicine,6400,538082,"BAKER TILLY VIRCHOW KRAUSE, LLP",PO BOX 7398,,MADISON,WI,53707-7398,7000
80,Athletics,6400,105624,INDIANA UNIVERSITY OF PENNSYLVANIA,ACCOUNTS RECEIVABLE OFFICE,219 CLARK HALL,INDIANA,PA,15705,7000
41,Johnstown Campus,6400,301813,MATT DAVENPORT PRODUCTIONS,PO BOX 148237,,NASHVILLE,TN,37214,7000
42,Greensburg Campus,6400,470674,CAMPUS LABS,210 ELLICOTT STREET,SUITE 200,BUFFALO,NY,14203,7000
30,Sr V C Health Sciences,6400,301308,"MORRISON, CATHERINE J",113 W MONTGOMERY STREET,,BALTIMORE,MD,21230,7000
02,Secretary of the Board of Trustees,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,7011
31,School of Dental Medicine,7100,183049,DATEX-OHMEDA,P O BOX 101630,,ATLANTA,GA,30392-1630,7021
35,School of Medicine,7300,105282,HILL HOUSE ASSOCIATION,1835 CENTRE AVE,,PITTSBURGH,PA,15219,7023
67,Facilities Management,7100,435889,"QSA, INC",2187 LINCOLN BLVD,,EZIZABETH,PA,15037,7024
44,Bradford Campus,7000,421909,NATIONAL FUEL GAS DISTRIBUTION CORP,PO BOX 4103,,BUFFALO,NY,14264,7035
44,Bradford Campus,7100,481416,PREMIER COMMUNICATION LLC,29 SHORT LANE,,SMETHPORT,PA,16749,7056
41,Johnstown Campus,7100,111646,TUSCANO-MAHER ROOFING INC,RR 3 BOX 29,,SALTBURG,PA,15681,7083
80,Athletics,6000,133066,SCHOOL HEALTH CORP,DEPT 77-6764,SCHOOL HEALTH CORP,CHICAGO,IL,60678-6764,7089
80,Athletics,6800,561225,"GAMZA, JEFFREY",613 MACBETH DRIVE,,PITTSBURGH,PA,15235,7100
06,Kenneth P. Dietrich School of Arts and Sciences,6000,610437,ANKOM TECHNOLOGY CORPORATION,2052 O NEIL RD,,MACEDON,NY,14502,7100
01,Chancellor,6400,256414,"LEVINE, MARTY",4026 WINDSOR STREET,,PITTSBURGH,PA,15217,7101
80,Athletics,6000,187419,TEXON TOWEL AND SUPPLY,PO BOX 1428,,BROWNWOOD,TX,76804,7102
10,Sr V C and Provost,6400,625391,FANMAKER,1730 NEW BRINGHTON BLVD #104-222,,MINNEAPOLIS,MN,55413,7103
39,School of Health & Rehabilitation Sciences,6000,105650,INFORMATION TECHNOLOGY WORKS INC,6340 QUADRANGLE DR,STE 150,CHAPEL HILL,NC,27514,7103
06,Kenneth P. Dietrich School of Arts and Sciences,6000,111828,UNIVERSITY OF ILLINOIS,GENERAL ACCOUNTS RECEIVABLE,PO BOX 2167,BEDFORD PARK,IL,60499-2167,7105
89,V C Human Resources,6400,300571,KATHY L HESS & ASSOCIATES,1725 WASHINGTON ROAD SUITE 305,,PITTSBURGH,PA,15241-1207,7106
67,Facilities Management,7100,157466,INDUSTRIAL CONTROLS INC,PO BOX 5211 DEP 116241,,BINGHAMTON,NY,13902-5211,7114
60,Libraries,6900,183818,SCHOLARLY PUBLISHING & ACADEMIC RESOURCE,"21 DUPONT CIRCLE, NW #800",,WASHINGTON,DC,20036-1118,7115
24,School of Law,6500,108891,PENNSYLVANIA BAR INSTITUTE,104 S ST,PO BOX 1027,HARRISBURG,PA,17108,7130
10,Sr V C and Provost,6400,580150,"FILIPPINI, MICHELLE LOUISE",PO BOX 8140,,INCLINE VILLAGE,NV,89450,7130
35,School of Medicine,6000,275093,RANKIN BIOMEDICAL CORP,14151 MACKEY RD,,HOLLY,MI,48442,7131
06,Kenneth P. Dietrich School of Arts and Sciences,6000,139296,BANKSVILLE EXPRESS PRINTING,2239 BANKSVILLE RD,,PITTSBURGH,PA,15216,7137
23,Swanson School of Engineering,6400,537360,YOURMEMBERSHIP.COM INC,DEPT 3461,BOX 123461,DALLAS,TX,75312-3461,7144
80,Athletics,6000,286198,WILSON SPORTING GOODS,PO BOX 3135,,CAROL STREAM,IL,60132-3135,7145
21,Katz Graduate School of Business,6400,578974,DREAMBRIDGE PARTNERS LLC,59 SCITUATE STREET,,ARLINGTON,MA,02476,7145
85,School of Medicine Division Administration,6000,214856,THAT FISH PLACE/THAT PET PLACE,237 CENTERVILLE ROAD,,LANCASTER,PA,17603,7151
22,School of Education,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,7152
92,Business Operations,7400,383029,HOLLOWAY SPORTSWEAR INC,PO BOX 14939,,AUGUSTA,GA,30919,7159
92,Business Operations,7400,110358,SCOTT ADVERTISING SPECIALISTS,727 PENN AVE SUITE 1000,,PITTSBURGH,PA,15221,7161
92,Business Operations,7400,426855,TOLEDO TICKET COMPANY,3963 CATAWBA ST,,TOLEDO,OH,43612,7162
06,Kenneth P. Dietrich School of Arts and Sciences,6000,557828,ALAZAR TECHNOLOGIES INC,"6600 TRANS-CANADA HIGHWAY, SUITE 310",,POINTE-CLAIRE,,H9R 4S2,7165
80,Athletics,6400,558135,AWESOME FILMS LLC,2653 GLOUCESTER DRIVE,,PITTSBURGH,PA,15241,7170
92,Business Operations,7100,112798,ZORESCO EQUIPMENT CO,1241 LOWER RODI ROAD,,TURTLE CREEK,PA,15145,7174
35,School of Medicine,6000,447299,SANDERS MEDICAL PRODUCTS INC,5525 BROWN ATKIN DRIVE,,KNOWVILLE,TN,37919,7177
67,Facilities Management,7140,204855,JV RIGGING INC,740 GREENSBURG ROAD PO BOX 4097,,NEW KENSINGTON,PA,15068-0000,7180
92,Business Operations,7100,195353,#1 COCHRAN AUTOMOTIVE,#1 COCHRAN COLLISION OF GREENSBURG,1 COCHRAN LANE,GREENSBURG,PA,15601,7181
31,School of Dental Medicine,6000,126800,GETINGE USA INC,P O BOX 91582,,CHICAGO,IL,60693,7183
67,Facilities Management,6000,491297,SUPERVACUUM,4323 BUTLER STREET,,PITTSBURGH,PA,15201,7186
89,V C Human Resources,6400,325787,LIFE INSURANCE COMPANY OF NORTH AMERICA,PO BOX 8500-5045,,PHILADELPHIA,PA,19178-5045,7190
21,Katz Graduate School of Business,6000,557697,GLO-BUS SOFTWARE INC,5710 WATERMELON RD STE 200,,NORTHPORT,AL,35473,7192
41,Johnstown Campus,6000,113000,MEDCO SUPPLY CO INC,25 NORTHPOINTE PARKWAY STE 25,,AMHERST,NY,14228,7193
85,School of Medicine Division Administration,6700,268686,AMERICAN EXPEDITING COMPANY INC,801 NORTH PRIMOS AVE,,FOLCROFT,PA,19032,7194
92,Business Operations,6400,511401,VERBA INC,564 MARKET STREET,SUIT 400,SAN FRANCISCO,CA,94104,7200
35,School of Medicine,7100,468612,SCHNEIDER ELECTRIC IT USA INC,PO BOX 533344,,CHARLOTTE,NC,28290,7200
06,Kenneth P. Dietrich School of Arts and Sciences,6400,615207,LOADBANG INC,69 BENNETT AVE #304,,NEW YORK,NY,10033,7200
80,Athletics,6000,232430,B&R POOLS & SWIM SHOP,1105 WASHINGTON BOULEVARD,,PITTSBURGH,PA,15206,7206
92,Business Operations,7400,102408,CHENG AND TSUI CO,25 WEST ST,,BOSTON,MA,02111,7217
44,Bradford Campus,6000,259975,WORTH W SMITH CO,949 EAST MAIN ST,,BRADFORD,PA,16701,7218
60,Libraries,6400,247932,PROQUEST,300 N ZEEB RD,PO BOX 1346,ANN ARBOR,MI,48106-1346,7220
42,Greensburg Campus,7400,328858,HAWKES LEARNING SYSTEMS,1023 WAPPOO ROAD - SUITE 6A,QUANT SYSTEMS INC,CHARLESTON,SC,29407,7235
89,V C Human Resources,6400,105528,IBM CORP,IBM INTL FOUNDATION,ATTN ANN MARIE KAPLAN,ARMONK,NY,10504,7236
89,V C Human Resources,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,7241
41,Johnstown Campus,6000,511177,"GUIDEBOOK, INC",261 HAMILTON AVE,SUITE 205,PALO ALTO,CA,94306,7250
60,Libraries,6400,438442,CLOCKSS,1450 PAGE MILL ROAD,,PALO ALTO,CA,94304-1124,7250
01,Chancellor,6400,216074,KOSTILNIK AND ASSOCIATES GRAPHICS INC,300 CAMP HORNE RD,SUITE 206,PITTSBURGH,PA,15202,7250
67,Facilities Management,7140,103716,EAST SUBURBAN INTERIORS INC,500 COTTAGE LN,,MONROEVILLE,PA,15146,7258
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100621,AMERICAN INSTITUTE OF PHYSICS,C/O NIELS BOHR LIBRARY,1 PHYSICS ELLIPSE,COLLEGE PARK,PA,20740,7260
41,Johnstown Campus,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,7263
41,Johnstown Campus,6000,356402,SYMPLICITY CORPORATION,1560 WILSON BLVD,STE 550,ARLINGTON,VA,22209,7266
06,Kenneth P. Dietrich School of Arts and Sciences,6000,193739,SILICYCLE INC,1200 AVE ST JEAN BAPISTE,SUITE 114,QUEBEC,,G2E 5E8,7273
92,Business Operations,7400,389159,GPSA,P O BOX 101831,,PITTSBURGH,PA,15237,7285
20,Honors College,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,7292
67,Facilities Management,7135,433632,IF ITS WATER INC,2090 BONDSVILLE RD,,DOWNINGTOWN,PA,19335,7295
67,Facilities Management,7100,433632,IF ITS WATER INC,2090 BONDSVILLE RD,,DOWNINGTOWN,PA,19335,7295
44,Bradford Campus,6400,597926,AXIOM COACHING LLC,34 HEATHER HILL DR,,WEST SENECA,NY,14224,7300
41,Johnstown Campus,6400,611624,"EPIC ARTS MANAGEMENT, LLC","100 OVERLOOK TERRANCE, #216",,NEW YORK,NY,10040,7300
56,V C Institutional Advancement,6400,102753,COMMONWEALTH OF PENNSYLVANIA,OVR,45 NORTH 4TH ST,ALLENTOWN,PA,18102,7320
61,Computing Services & Systems Development,6000,423525,MODEL CLEANERS UNIFORMS AND APPAREL LLC,MODEL CLEANERS,100 3RD ST,CHARLEROI,PA,15022,7321
67,Facilities Management,6000,158341,SHERWIN-WILLIAMS CO,50 FREEPORT ROAD,,ASPINWALL,PA,15215-2906,7322
92,Business Operations,7100,279422,PUCCIARELLI BROTHERS INC,103 S HARLESTON ST,,PITTSBURGH,PA,15237,7325
35,School of Medicine,6000,103239,DATA SCIENCES INTERNATIONAL,"119 14TH ST NW, SUITE 100",,NEW BRIGHTON,MN,55112-3914,7334
21,Katz Graduate School of Business,6400,618559,"GRECO, GEOVANE","RUA BRIGADEIRO GALVAO, 436 APT 82",,SAO PAULO,,01151-000,7339
35,School of Medicine,6400,317314,FOX ROTHSCHILD LLP,2000 MARKET STREET 20TH FLOOR,ATTN: ACCOUNTS RECEIVABLE - 55,PHILADELPHIA,PA,19103-3222,7348
22,School of Education,6400,168767,HUMAN RIGHTS CAMPAIGN FOUNDATION,1101 14TH ST N.W,,WASHINGTON,DC,20005,7360
39,School of Health & Rehabilitation Sciences,6400,428472,PAEA,300 N WASHINGTON ST SUITE 505,,ALEXANDRIA,VA,22314-2544,7363
42,Greensburg Campus,6000,487952,BSN SPORTS INC,1180-A CALIFORNIA AVE,,CORONA,CA,92881,7366
06,Kenneth P. Dietrich School of Arts and Sciences,7400,106535,LABORATORY PRODUCTS SALES INC,1665 BUFFALO RD,,ROCHESTER,NY,14624,7368
42,Greensburg Campus,6000,119109,PLEASANT UNITY SUPPLY,PO BOX 29,,PLEASANT UNITY,PA,15676,7368
80,Athletics,6000,104384,FRANKLIN INTERIORS,BOX 371161,,PITTSBURGH,PA,15251-7161,7368
60,Libraries,6400,210615,NATURE PUBLISHING GROUP,NATIONAL WESTMINSTER BANK PLC,3 LONDON ST,BASINGSTOKE,,RG21 7NS,7375
35,School of Medicine,7100,169818,TECAN US INC,PO BOX 1070,,CHARLOTTE,NC,28201-1070,7376
06,Kenneth P. Dietrich School of Arts and Sciences,7140,342101,LOFTUS ENGINEERS LLC,555 NORTH BELL AVE,,CARNEGIE,PA,15106,7380
06,Kenneth P. Dietrich School of Arts and Sciences,6000,105899,IPM LABORATORIES INC,980 MAIN ST,PO BOX 300,LOCKE,NY,13092,7385
85,School of Medicine Division Administration,6400,375624,"EMPLOYMENT BACKGROUND INVESTIGATIONS, IN",PO BOX 842256,,BOSTON,MA,02284-2256,7388
60,Libraries,6500,420244,REGULA PRAGENSIS,BOX 215,V PODBABE 2515/4,PRAGUE 6,,160 00,7393
90,Western Psychiatric Institute and Clinic,6400,406786,ALLEGHENY FAMILY NETWORK,1945 FIFTH AVENUE,3RD FLOOR,PITTSBURGH,PA,15219,7397
06,Kenneth P. Dietrich School of Arts and Sciences,6000,220105,CELL SIGNALING TECHNOLOGY,PO BOX 3843,,BOSTON,MA,02241-3843,7400
10,Sr V C and Provost,6900,102978,COUNCIL OF GRADUATE SCHOOLS,1 DUPONT CIRCLE N W,STE 430,WASHINGTON,DC,20036,7409
55,UPMC Hillman Cancer Center,6400,115530,ITXM DIAGNOSTICS INC,29668 NETWORK PL,,CHICAGO,IL,60673-1296,7415
92,Business Operations,6900,141839,IUOE LOCAL 95-95A,300 SALINE STREET,,PITTSBURGH,PA,15207,7429
39,School of Health & Rehabilitation Sciences,6800,613100,CRISP EDUCATION AND RESEARCH LLC,133 DELLWOOD RD,,CRANSTON,RI,02920,7440
56,V C Institutional Advancement,6800,194028,PRINT TECH OF WESTERN PA LLC,PO BOX 5043,,GREENSBURG,PA,15601-5058,7443
42,Greensburg Campus,6000,102313,CENTURY SPORTS INC,PO BOX 242,118 ASHLAND AVE,CANONSBURG,PA,15317,7450
92,Business Operations,7100,513154,CANON SOLUTIONS AMERICA INC,300 COMMERCE SQUARE BLVD,,BURLINGTON,NJ,08016,7450
35,School of Medicine,6000,108186,NEW ENGLAND BIOLABS,32 TOZER ROAD,,BEVERLY,MA,01915,7451
92,Business Operations,7400,351477,"RAY HOUGH COMPANY, INC",PO BOX 429,,MUSE,PA,15350,7456
10,Sr V C and Provost,6400,103816,EDUCATIONAL TESTING SERVICE,4897 COLLECTION CENTER DR,,CHICAGO,IL,60693,7457
30,Sr V C Health Sciences,6500,213019,YBP LIBRARY SERVICES,P O BOX 277991,,ATLANTA,GA,30384-7991,7458
02,Secretary of the Board of Trustees,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,7465
67,Facilities Management,7100,105056,HAROLD G JONES CO,201 JOHNSON RD SUITE 204,,HOUSTON,PA,15342,7475
05,Student Affairs,7400,104744,GOLD MEDAL PRODUCTS CO,10700 MEDALLION DRIVE,,CINCINNATI,OH,45241-4807,7475
35,School of Medicine,6000,400709,PUBLIC LIBRARY OF SCIENCE/PLOS,PO BOX 7052,,LAWRENCE,KS,66044-7052,7475
32,School of Nursing,6400,328383,ROBERT CIFONE PHOTOGRAPHY,631 LYNDA LANE,,NORTH VERSAILLES,PA,15137,7495
06,Kenneth P. Dietrich School of Arts and Sciences,6400,602490,"CAMPBELL, CHRISTIAN",21 FIRST AVENUE UNIT 34,,NEW YORK,NY,10003,7500
