RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,Szipcode,Amount,
42,Greensburg Campus,7400,255752,CHAMPION CUSTOM PRODUCTS,22727 NETWORK PLACE,,CHICAGO,IL,60673-1227,6645,
80,Athletics,7135,632089,3 RIVERS SIGN LLC,157 CEMETERY LN,,PITTSBURGH,PA,15237,6650,
20,Honors College,6400,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,6650,
35,School of Medicine,6400,476880,NIELSEN,PO BOX 88956,,CHICAGO,IL,60695-8956,6655,
86,Sr V C Business and Operations,6400,648869,DEISINGER CONSULTING LLC,3513 EVERSHOT DR,,MIDLOTHIAN,VA,23112,6655,
80,Athletics,7100,568772,CLISTA ELECTRIC INC,5000 ANDREWS DR,,PITTSBURGH,PA,15221,6668,
01,Chancellor,6400,420452,MELTWATER NEWS US INC,7178 SOLUTION CENTER,,CHICAGO,IL,60677-7001,6670,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,107169,MAROADI TRANSFER AND STORAGE INC,1850 GILL HALL RD,RT 30,FINELYVILLE,PA,15332,6686,
80,Athletics,6000,634574,NORBERTS ATHLETIC PRODUCTS INC,354 W GARDENA BLVD,,GARDENA,CA,90248,6690,
35,School of Medicine,6000,644111,T-SQUARED TECHNOLOGY INC,206 LASSEN DRIVE,,SAN BRUNO,CA,94066,6694,
92,Business Operations,7400,111658,U-TRAU INC,11720 E 49TH AVE,,DENVER,CO,80239,6699,
01,Chancellor,7400,197483,WARREN ASSOCIATES,2901 BRIGHTON ROAD,,PITTSBURGH,PA,15212,6700,
80,Athletics,6400,558092,SUMMIT ATHLETIC MEDIA,11050 CEDAR WALK LANE,,CHARLOTTE,NC,28277,6700,
44,Bradford Campus,6400,336778,LAMAR ADVERTISING CO,PO BOX 96030,,BATON ROUGE,LA,70896,6700,
85,School of Medicine Division Administration,6000,606546,MODEL APPAREL LLC,100 THIRD ST,,CHARLEROI,PA,15022,6711,
78,Learning Research & Development Center,6400,626052,"ROA, ERICK",59 PATCHEN AVE APT 1R,,BROOKLYN,NY,11221,6714,
35,School of Medicine,6000,146881,SPRINGER NATURE AMERICA INC,PO BOX 5054,,BRENTWOOD,TN,37024-5054,6716,
35,School of Medicine,7100,128420,CARL ZEISS MICROSCOPY LLC,CARL ZEISS MEDTEC,5160 HACIENDA DR,DUBLIN,CA,94568,6718,
80,Athletics,6000,103186,"DAKTRONICS, INC",PO BOX 5128,,BROOKINGS,SD,57006,6720,
31,School of Dental Medicine,6000,630760,VYAIRE MEDICAL INC,29429 NETWORK PL,,CHICAGO,IL,60673-1294,6722,
22,School of Education,6400,655545,LONGHOUSE SOFTWARE LLC,PO BOX 546,,SHELBURNE,VT,05482,6725,
31,School of Dental Medicine,6000,404579,KEYSTONE DENTAL INC,144 MIDDLESEX TURNPIKE,,BURLINGTON,MA,01803,6729,
55,UPMC Hillman Cancer Center,6000,197458,BIO X CELL,PO BOX 511091,,SALT LAKE CITY,UT,84151-1091,6730,
89,VC Human Resources,6400,180306,"AYCO COMPANY, LP",PO BOX 3182,,BUFFALO,NY,14240,6733,
41,Johnstown Campus,7100,434691,ALLEGHENY FIELD SERVICES,629 ELDER STREET,,JOHNSTOWN,PA,15902,6734,
80,Athletics,6400,586985,ASAP SPORTS INC,2226 E 59TH PLACE,,BROOKLYN,NY,11234,6736,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,346031,THERMO ELECTRON NORTH AMERICA LLC,PO BOX 742775,,ATLANTA,GA,30374-2775,6737,
80,Athletics,6400,295146,ALPHAGRAPHICS IN THE CULTURAL DISTRICT,6775 NW 15TH AVENUE,,FORT LAUDERDALE,FL,33309,6740,
67,Facilities Management,6000,220450,"HARRINGTON INDUSTRIAL PLASTICS, INC.",PO BOX 13346,,BALTIMORE,MD,21203,6744,
92,Business Operations,7400,535661,BLOOM DAILY PLANNERS,500 CREEK VIEW ROAD,3RD FL EAST,NEWARK,DE,19711,6748,
10,Sr V C and Provost,6900,629529,COMMON APPLICATION INC,3003 WASHINGTON BLVD STE 1000,,ARLINGTON,VA,22201,6750,
60,Libraries,6500,656664,"KRAUS, JEFFREY 1",102 DUBOIS ROAD,,NEW PALTZ,NY,12561,6750,
35,School of Medicine,6400,200090,AMERICAN MEDICAL ASSOCIATION,PO BOX 930876,,ATLANTA,GA,31198-0876,6751,
44,Bradford Campus,6400,524178,USADATA INC,477 MADISON AVE,STE 1220,NEW YORK,NY,10022,6760,
67,Facilities Management,7100,371733,GOLDEN EAGLE EQUIPMENT,12861 ROUTE 30,,IRWIN,PA,15642,6760,
67,Facilities Management,7100,517705,CEC COMBUSTION SAFETY LLC,2100 APOLLO DRIVE,,BROOK PARK,OH,44142,6760,
67,Facilities Management,7135,107335,MCKAMISH INC,50 55TH ST,,PITTSBURGH,PA,15201,6768,
92,Business Operations,7400,101252,BARBARIAN RUGBY WEAR INC,575 TRILLIUM DR,,KITCHENER,,N2R 1J4,6773,
23,Swanson School of Engineering,6000,646743,VDM METALS USA LLC,306 COLUMBIA TURNPIKE,,FLORHAM PARK,NJ,07932,6774,
10,Sr V C and Provost,6400,625169,"MCBRIDE, KELLYE",850 NE ROTHBURY AVE,,HILLSBORO,OR,97124,6776,
10,Sr V C and Provost,6900,102978,COUNCIL OF GRADUATE SCHOOLS,1 DUPONT CIRCLE N W,STE 430,WASHINGTON,DC,20036,6780,
78,Learning Research & Development Center,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,6782,
54,Office of University Counsel,6400,654470,CAROLE KATZ LLC,6448 MELISSA ST,,PITTSBURGH,PA,15206,6800,
39,School of Health & Rehabilitation Sciences,6000,541818,CARHARTT RETAIL LLC,5750 MERCURY DRIVE,,DEARBORN,MI,48126,6801,
21,Katz Graduate School of Business,6000,586801,ANTHEM VIDEO PRODUCTION LLC,1936 FIFTH AVE,,PITTSBURGH,PA,15219,6808,
85,School of Medicine Division Administration,6000,534511,ABM ELECTRICAL POWER SOLUTIONS LLC,PO BOX 419860,,BOSTON,MA,02241-9860,6813,
85,School of Medicine Division Administration,6400,126800,GETINGE USA INC,P O BOX 91582,,CHICAGO,IL,60693,6813,
10,Sr V C and Provost,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,6818,
21,Katz Graduate School of Business,6400,254057,"ROWLES, KARLYE N",5920 WALNUT STREET,APARTMENT 102,PITTSBURGH,PA,15232,6825,
10,Sr V C and Provost,6400,385725,NEWGEN NORTH AMERICAN,8500 SHOAL CREEK BLVD,SUITE 220 BUILDING 4,AUSTIN,TX,78757,6828,
35,School of Medicine,7100,112698,XEROX CORP,PO BOX 904099,,CHARLOTTE,NC,28290-4099,6831,
55,UPMC Hillman Cancer Center,6000,107610,MIDSCI,PO BOX 11750,,ST LOUIS,MO,63105-0000,6831,
80,Athletics,6400,441847,ACTIVE RELEASE TECHNIQUES LLC,175 SOUTH UNION BLVD,SUITE 230,COLORADO SPRINGS,CO,80910,6834,
01,Chancellor,6800,636789,NOTA BENE PAPER,9 BRILLIANT AVE,,PITTSBURGH,PA,15215,6838,
10,Sr V C and Provost,6400,180910,TRI-STATE REPROGRAPHICS INC,907 PENN AVE,,PITTSBURGH,PA,15222,6840,
91,University of Pittsburgh Applied Research Center,7300,642684,TRINIDAD AND TOBAGO MORTGAGE FINANCE COM,ALBION CT 61 DUNDONALD ST,,PORT OF SPAIN,,,6842,
01,Chancellor,6000,353889,ON MOTION MEDIA,209 9TH STREET,SUITE 202,PITTSBURGH,PA,15222,6850,
92,Business Operations,6400,227512,ALLEGHENY REFRIGERATION SERVICE COMPANY,1228 BRIGHTON ROAD,,PITTSBURGH,PA,15233,6850,
35,School of Medicine,6000,101691,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVE,BADER 2,BOSTON,MA,02115,6853,
67,Facilities Management,6000,218033,GEORGE L WILSON CO INC,PO BOX 590,,BRIDGEPORT,WV,26330,6867,
55,UPMC Hillman Cancer Center,6400,165278,UPMC PRESBYTERIAN SHADYSIDE,3200 SOUTH WATER ST,,PITTSBURGH,PA,15203,6869,
42,Greensburg Campus,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,6879,
92,Business Operations,7100,162441,HOBART SALES AND SERVICE,400 SOUTH GREENWOOD ROAD,,ALTOONA,PA,16602,6884,
44,Bradford Campus,6400,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,6886,
80,Athletics,6400,373566,VITAC CORPORATION,PO BOX 936518,,ATLANTA,GA,31193-6518,6900,
60,Libraries,6900,271027,OCLC INC,DBA/PRESERVATION RESOURCES,9 SOUTH COMMERCE WAY,BETHLEHEM,PA,18017-0000,6900,
31,School of Dental Medicine,6800,566498,VISUGROUP,408 MEADOW AVE,,CHARLEROI,PA,15022,6907,
03,Sr V C Research,6400,127086,MAYO FOUNDATION FOR MEDICAL EDUCATION AN,200 FIRST STREET SW,,ROCHESTER,NY,55905,6909,
92,Business Operations,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,6914,
23,Swanson School of Engineering,6400,336154,US DEPARTMENT OF HOMELAND SECURITY,4141 NORTH SAINT AUGUSTINE ROAD,USCIS TEXAS SERVICE CENTER,DALLAS,TX,75227,6925,
01,Chancellor,6900,177937,COUNCIL FOR HIGHER EDUCATION ACCREDITATI,PO BOX 75387,,BALTIMORE,MD,21275-7387,6930,
35,School of Medicine,7100,100897,AQUA FILTER FRESH INC,PO BOX 14128,,PITTSBURGH,PA,15239-0128,6930,
92,Business Operations,7400,119654,RK STEIN & CO,300 MT LEBANON BLVD,,PITTSBURGH,PA,15234,6935,
67,Facilities Management,6000,274007,VWR INTERNATIONAL,405 HERON DRIVE,,BRIDGEPORT,NJ,08014,6936,
60,Libraries,6000,585642,WHISPERROOM INC,109 S NORTHSHORE DRIVE SUITE 303,,KNOXVILLE,TN,37919,6946,
01,Chancellor,6400,349249,"TREGASKIS, SHARON R",454 OLD 76 ROAD,,BROOKTONDALE,NY,14817,6950,
35,School of Medicine,6000,216967,MARC S NATHANSON INC,12 PILGRIM DRIVE,,SHARON,MA,02067,6955,
85,School of Medicine Division Administration,6400,102677,COLLEGE OF AMERICAN PATHOLOGISTS,PO BOX 71698,,CHICAGO,IL,60694-1698,6958,
06,Kenneth P. Dietrich School of Arts and Sciences,7100,456502,BRUKER NANO INC,3601 CALLE TACATE  SUITE C,,CAMARILLO,CA,93012-5069,6958,
23,Swanson School of Engineering,6400,204855,JV RIGGING INC,740 GREENSBURG ROAD PO BOX 4097,,NEW KENSINGTON,PA,15068-0000,6960,
67,Facilities Management,6000,523957,NYCOM INC,14200 MICHAUX GLEN DRIVE,,MIDLOTHIAN,VA,23113,6968,
35,School of Medicine,6000,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,6975,
35,School of Medicine,6000,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,6985,
21,Katz Graduate School of Business,6400,578974,DREAMBRIDGE PARTNERS LLC,59 SCITUATE STREET,,ARLINGTON,MA,02476,6985,
67,Facilities Management,7100,116768,CAPP INC,201 Marple Avenue,,Clifton Heights,PA,19018,6987,
35,School of Medicine,6000,406566,NEXT ADVANCE INC,24 PROSPECT AVE,,AVERILL PARK,NY,12018,6998,
80,Athletics,6400,634662,START SKYDIVING LLC,1711 RUN WAY,,MIDDLETOWN,OH,45042,7000,
35,School of Medicine,6400,640318,MEDSURGPI LLC,3700 LARK FARM RD,,FRANKLINTON,NC,27525,7000,
90,Western Psychiatric Institute and Clinic,6400,659697,STREAMLINE TECHNOLOGY COMPANY LLC,1916 RANGER DR,,COLUMBIA,MO,65201,7000,
05,Student Affairs,6400,625050,"TRICKEY, MINNIJEAN BROWN",7354 NORTH FRASER WAY,,BURNABY,,V5J 4Z4,7000,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,321999,SARS SOFTWARE PRODUCTS INC,54 EDGEWOOD AVE,,MILL VALLEY,CA,94941,7000,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,527529,"WEEMS, CARRIE MAE",5173 SKYLINE DRIVE,,SYRACUSE,NY,13215,7000,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,625230,"MURDOCK, JAIMIE MILLER",1016 FORRESTER AVE NW,,ALBUQUERQUE,NM,87102,7000,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,643651,MIVOS QUARTET,1911 ALBEMARIE RD APT 6F,,BROOKLYN,NY,11226,7000,
67,Facilities Management,7100,509555,J F BURNS MACHINE CO INC,4583 SCHOOL ROAD S,,EXPORT,PA,15632,7000,
32,School of Nursing,6900,121852,COMMISSION ON COLLEGIATE NURSING EDUCATI,DEPARTMENT 418682,,BOSTON,MA,02241-8682,7000,
41,Johnstown Campus,6000,110871,SPECIALTY PROMOTIONS,PO BOX 844,844 AMES PLAZA,EBENSBURG,PA,15931,7012,
35,School of Medicine,6400,538082,"BAKER TILLY VIRCHOW KRAUSE, LLP",PO BOX 7398,,MADISON,WI,53707-7398,7022,
67,Facilities Management,7700,645344,WALNUT CAPITAL MCKEE LP,WALNUT CAPITAL MCKEE LP,5500 WALNUT ST STE 300,PITTSBURGH,PA,15232,7043,
23,Swanson School of Engineering,6400,102126,CARNEGIE MELLON UNIVERSITY,THE IMPACT MOVEMENT,4209 WASHINGTON BLVD,BALTIMORE,MD,21227,7045,
80,Athletics,6000,389538,LOGMEIN INC,320 SUMMER STREET,,BOSTON,MA,02210,7050,
41,Johnstown Campus,7100,414822,CLARITY WATER TECHNOLOGIES LLC,50 NORTH HARRISON AVE,SUITE #10,CONGERS,NY,10920,7063,
67,Facilities Management,7135,110113,RUTHRAUFF SAUER LLC,400 LOCUST STREET,,MCKEES ROCKS,PA,15136,7069,
60,Libraries,6500,655922,ROPER CENTER FOR PUBLIC OPINION RESEARCH,CORNELL UNIVERSITY 136 HOY RD,651 RHODES HALL,ITHACA,NY,14853,7070,
67,Facilities Management,7140,108627,OVERHEAD DOOR CO OF GREATER PITTSBURGH,821 PINE STREET,,JOHNSTOWN,PA,15902,7077,
31,School of Dental Medicine,6000,118529,B&B MICROSCOPES,490 LOWRIES RUN RD,,PITTSBURGH,PA,15237,7078,
67,Facilities Management,6000,304105,SSI INC,PO BOX 98991,,CHICAGO,IL,60693,7083,
67,Facilities Management,7100,165600,KRIGGER & CO INC,4360 GIBSONIA RD,PO BOX 1427,GIBSONIA,PA,15044-1427,7087,
85,School of Medicine Division Administration,7140,407079,PERFORMANCE ENVIRONMENTAL SERVICES INC,ONE OXFORD CENTER,301 GRANT ST SUITE 430,PITTSBURGH,PA,15219,7088,
35,School of Medicine,7100,145412,BIOTRONICS INC,1370 BEULAH ROAD 2ND FLOOR,,PITTSBURGH,PA,15235-5084,7091,
86,Sr V C Business and Operations,6400,290936,THOMSON REUTERS-WEST,PO BOX 6292,WEST-  PAYMENT CENTER,CAROL STREAM,IL,60197-6292,7091,
31,School of Dental Medicine,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,7098,
01,Chancellor,6400,656343,OUTSPOKEN AGENCY LLC,184 DUANE ST UNIT 2,,NEW YORK,NY,10013,7100,
61,Computing Services & Systems Development,6400,302884,GEMINI THEATER COMPANY,420 CHARTIER AVE,,MCKEES ROCKS,PA,15136,7100,
44,Bradford Campus,7100,657939,"MIESOWITZ, PAT",502 WEST GREEN ST,,SMETHPORT,PA,16749,7101,
10,Sr V C and Provost,6400,625391,FANMAKER,1730 NEW BRINGHTON BLVD #104-222,,MINNEAPOLIS,MN,55413,7103,
80,Athletics,6000,245590,CAVANAUGH MARKETING NETWORK,101 BELLEVUE ROAD,SUITE 201,PITTSBURGH,PA,15229,7113,
67,Facilities Management,7100,109233,PITTSBURGH PLUMBING AND HEATING,PO BOX 600,,AKRON,OH,44309-0600,7114,
80,Athletics,6400,629583,COLUMBUS SIGN COMPANY,1515 EAST FIFTH AVE,,COLUMBUS,OH,43219,7125,
44,Bradford Campus,6400,529597,KEYSTONE POWDERED METAL CO,8 HANLEY DR,PO BOX 424,LEWIS RUN,PA,16738,7128,
44,Bradford Campus,6400,642191,WBBZ,4545 TRANSIT ROAD,STE 750,,NY,14221,7140,
06,Kenneth P. Dietrich School of Arts and Sciences,7100,103798,Edstrom Industries INC,ATTN: PA TITLE XIX,B1-2A-19 5400 LEGACY DRIVE,PLANO,TX,75024,7141,
92,Business Operations,7135,162065,CURRAN TAYLOR INC,300 HOUSTON SQUARE,,CANONSBURG,PA,15317,7143,
31,School of Dental Medicine,6000,632261,3D4MEDICAL LIMITED,1ST FLOOR THE GRANGE OFFICES,STILLORGAN ROAD,DUBLIN,,,7150,
67,Facilities Management,6000,105631,INDUSTRIAL PUMP AND MOTOR REPAIR,1642 BUTLER PLANK RD,PO BOX 255,GLENSHAW,PA,15116,7153,
92,Business Operations,6000,102406,CHEMSEARCH,23261 NETWORK PL,,CHICAGO,IL,60673-1232,7161,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,587722,PLUS MINUS RECORDING LLC,1731 E Carson Street,Suite 10727,PITTSBURGH,PA,15203,7163,
55,UPMC Hillman Cancer Center,6000,108186,NEW ENGLAND BIOLABS,32 TOZER ROAD,,BEVERLY,MA,01915,7170,
42,Greensburg Campus,7400,107259,MATTHEWS MEDICAL BOOKS,PO BOX 776447,,CHICAGO,IL,60677,7176,
35,School of Medicine,7300,105282,HILL HOUSE ASSOCIATION,1835 CENTRE AVE,,PITTSBURGH,PA,15219,7191,
67,Facilities Management,6000,120194,ADVANCE SIGN,1010 SAW MILL RUN BLVD,,PITTSBURGH,PA,15226,7191,
67,Facilities Management,6000,199847,TAMIS CORPORATION,134 PENNOAK DRIVE,,PITTSBURGH,PA,15235,7195,
85,School of Medicine Division Administration,7100,309429,PC MCKENZIE CO,PO BOX 112638,,PITTSBURGH,PA,15241,7198,
92,Business Operations,7400,128666,MORTON PUBLISHING CO,925 WEST KENYON AVE,UNIT 12,ENGLEWOOD,CO,80110,7198,
01,Chancellor,6000,546111,LUCID SOFTWARE INC,DEPT CH 17239,,PALATINE,IL,60055-7239,7200,
10,Sr V C and Provost,6900,104642,GEORGETOWN UNIVERSITY,IPSA STUDIES GRP ON STRUCT,,WASHINGTON,DC,20057,7200,
25,Graduate School of Public & International Affairs,6400,491653,PORCH AT SCHENLEY,285 EAST WATERFRONT DRIVE,,HOMESTEAD,PA,15120,7200,
92,Business Operations,6400,647570,VITALSOURCE TECHNOLOGIES LLC,ONE INGRAM BOULEVARD  MS340,,LAVERGNE,TN,37086,7200,
44,Bradford Campus,7400,104561,GEAR FOR SPORTS,12193 COLLECTION CENTER DR,,CHICAGO,IL,60693,7210,
55,UPMC Hillman Cancer Center,7100,226790,PIPETTE REPAIR SERVICE INC,13312 LITTLE HORN RIDGE,,MIDLOTHIAN,VA,23112,7219,
89,VC Human Resources,6400,312971,MONSTER WORLDWIDE INC,PO BOX 416803,,BOSTON,MA,02241-6803,7250,
06,Kenneth P. Dietrich School of Arts and Sciences,7400,109607,QIAGEN INC,P.O. BOX 5132,,CAROL STREAM,IL,60197-5132,7253,
87,Chief Financial Officer,6400,647377,CG4 SOLUTIONS INC,555 E 5300 S STE 2,,SOUTH OGDEN,UT,84405,7268,
10,Sr V C and Provost,7300,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,7283,
05,Student Affairs,6000,634981,AMZN MKTP US,PCARD,,,WA,981090000,7288,
22,School of Education,6400,572659,"FRIEDMAN, FELICIA SAVAGE",5700 BUNKERHILL ST APT #1101,,PITTSBURGH,PA,15206,7300,
30,Sr V C Health Sciences,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,7310,
92,Business Operations,7400,308555,BLICK ART MATERIALS,P O BOX 26,,ALLENTOWN,PA,18105,7314,
35,School of Medicine,7100,310651,MERCO SCIENTIFIC INC,455 MT MORRIS ROAD,,MT MORRIS,PA,15349,7320,
60,Libraries,6900,638701,SPARC,1201 CONNECTICUT AVE,NW STE 300,WASHINGTON,DC,20036,7325,
35,School of Medicine,6000,248022,"BENACK SOUND PRODUCTIONS, INC",97 TERENCE DRIVE,,PITTSBURGH,PA,15236,7326,
42,Greensburg Campus,7100,188777,WEST CENTRAL EQUIPMENT,170 PITTSBURGH RD,,BUTLER,PA,16001,7330,
92,Business Operations,7400,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,7334,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,7341,
87,Chief Financial Officer,6000,102207,"CCH, INC",PO BOX 4307,,CAROL STREAM,IL,60197-4307,7344,
35,School of Medicine,7100,126800,GETINGE USA INC,P O BOX 91582,,CHICAGO,IL,60693,7344,
80,Athletics,6400,528029,"HAWLEY, MATTHEW",PETERSEN EVENTS CENTER,,PITTSBURGH,PA,15261,7350,
10,Sr V C and Provost,6400,363372,"BEMKO, MAUREEN CREAMER",P.O. BOX 342,,EDINBORO,PA,16412,7351,
10,Sr V C and Provost,6400,643447,"KRUG, TIMOTHY DAVID",2202 E RAND ST,,HOBART,IN,46342,7353,
80,Athletics,6000,339520,TRI C CLUB SUPPLY,32615 PARK LANE AVE,,GARDEN CITY,MI,48135-1528,7360,
67,Facilities Management,7100,324211,ABD SALES & SERVICE,PO BOX 1832,,CRANBERRY TWP,PA,16066,7375,
56,Division of Philanthropic and Alumni Engagement,6000,385821,ACCUDATA INTEGRATED MARKETING INC,2988 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,7378,
86,Sr V C Business and Operations,6000,529709,AXON ENTERPRISE INC,PO BOX 29661,DEPT 2018,PHOENIX,AZ,85038-9661,7378,
39,School of Health & Rehabilitation Sciences,6000,628632,CAYUSE LLC,121 SW SALMON ST STE 900,BLDG 1 9TH FL,PORTLAND,OR,97204,7383,
92,Business Operations,6400,528637,LA PALAPA,3932 NANTASKET STREET,,PITTSBURGH,PA,15207,7386,
02,Secretary,6400,271730,HUGHIE'S EVENT PRODUCTION SERVICES,1383 E 17TH ST,,CLEVELAND,OH,44114,7388,
42,Greensburg Campus,6000,115138,LAWSON PRODUCTS INC,135 S LASALLE DEPT 2689,,CHICAGO,IL,60674-2689,7389,
67,Facilities Management,6000,225236,DAVIS CONTROLS CORP,5011 GRAND AVE,,PITTSBURGH,PA,15225,7391,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,111828,UNIVERSITY OF ILLINOIS,GENERAL ACCOUNTS RECEIVABLE,PO BOX 2167,BEDFORD PARK,IL,60499-2167,7399,
55,UPMC Hillman Cancer Center,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,7400,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,645886,"GARCIA, CRISTINA",300 VISTA GRANDE,,GREENBRAE,CA,94904,7400,
80,Athletics,7100,103186,"DAKTRONICS, INC",PO BOX 5128,,BROOKINGS,SD,57006,7403,
35,School of Medicine,7100,112096,VECTOR SECURITY,30 INGOLD ROAD,,BURLINGAME,CA,94010,7405,
10,Sr V C and Provost,6000,263560,DON'S APPLIANCES LTD,2335 WASHINGTON RD,,CANONSBURG,PA,15317,7407,
23,Swanson School of Engineering,6000,609668,SWAGELOK PITTSBURGH TRI-STATE AREA,49 MEADE AVE,,PITTSBURGH,PA,15202,7416,
67,Facilities Management,6000,104374,FRANK BRYAN INC,1263 CHARTIERS AVE,,MCKEES ROCKS,PA,15136,7424,
01,Chancellor,6400,623678,SCHIFINO DESIGN,347 MAIN STREET,,PITTSBURGH,PA,15201,7425,
55,UPMC Hillman Cancer Center,6000,145619,MUSILLO SALES AGENCY INC,232 WEST EIGHTH AVENUE,,WEST HOMESTEAD,PA,15120-0000,7433,
85,School of Medicine Division Administration,6000,315540,BIOLEGEND INC,PO BOX 102100,,PASADENA,CA,91189-2100,7443,
56,Division of Philanthropic and Alumni Engagement,6400,600961,RESPONSIVAL LLC,7804 FAIRVIEW RD # 364,,CHARLOTTE,NC,28226-4998,7445,
41,Johnstown Campus,6000,356402,SYMPLICITY CORPORATION,1560 WILSON BLVD,STE 550,ARLINGTON,VA,22209,7446,
10,Sr V C and Provost,6000,472080,BALLOONS INSTEAD,126 FOXCHASE DR,,CANONSBURG,PA,15317,7448,
92,Business Operations,6000,102079,CARDELLO ELECTRIC SUPPLY,20560 ROUTE 19,,CRANBERRY TWP,PA,16066,7450,
80,Athletics,6400,505541,"TURNWALD, JOANN L",10715 LAKESHORE DR E,,CARMEL,IN,46033,7484,
01,Chancellor,7400,602521,PAGODA GROUP,1038 BEACON ST SUITE 304,,BROOKLINE,MA,02446,7500,
03,Sr V C Research,6900,187390,COUNCIL ON COMPETITVENESS,1401 H STREET NW,SUITE 650,WASHINGTON,DC,20005,7500,
80,Athletics,6400,111844,UNIVERSITY OF MASSACHUSETTS,405 GOODELL BLDG,154 HICKS WAY,AMHERST,MA,01003-9272,7500,
35,School of Medicine,6400,488897,CAPE ANN AND COMPANY,775 REDGATE ROAD,,SEWICKLEY,PA,15143,7500,
55,UPMC Hillman Cancer Center,7100,582238,10X GENOMICS INC,DEPT CH 10944,,PALATINE,IL,60055-0944,7500,
85,School of Medicine Division Administration,6900,502179,ASSN FOR CLINICAL AND TRANSLATIONAL SCIE,8661 SOLUTIONS CENTER,,CHICAGO,IL,60677,7500,
85,School of Medicine Division Administration,7100,444246,ANIMAGE LLC,3825 HOPYARD RD,SUITE 220,PLEASANTON,CA,94588,7500,
05,Student Affairs,6400,297192,"WASHINGTON, JAMES",8331 SCOTTS LEVEL ROAD,,BALTIMORE,MD,21208,7500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,556751,UNIVERSITY OF DONJA GORICA,DONJA GORICA BB,,PODGORICA,,81000,7500,
22,School of Education,6400,657789,ZDOT LLC,1327 ISLAND AVE,,PITTSBURGH,PA,15212,7500,
41,Johnstown Campus,6400,551160,TAD MANAGEMENT LLC,39506 N. DAISEY MOUNTAIN DRIVE,SUITE 122-201,ANTHEM,AZ,85086,7500,
60,Libraries,6400,648545,AUGUST WILSON CULTURAL CENTER,980 LIBERTY AVE,,PITTSBURGH,PA,15222,7500,
78,Learning Research & Development Center,6400,282626,"BILLING, ADAM R",3 CROMWELL RD,,LONDON UNITED KINGDOM,,E17 9JN,7500,
34,Graduate School of Public Health,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,7504,
23,Swanson School of Engineering,6000,550207,EOS OF NORTH AMERICA INC,"28970 CABOT DR, SUITE 700",,NOVI,MI,48377,7519,
80,Athletics,6000,549481,SKYLINE OUTDOOR ADVERTISING,3430 JAMES PHILLIPS DRIVE,,OKEMOS,MI,48864,7532,
67,Facilities Management,6400,141839,IUOE LOCAL 95-95A,300 SALINE STREET,,PITTSBURGH,PA,15207,7535,
85,School of Medicine Division Administration,6000,310846,UPMC PRESBYTERIAN SHADYSIDE,PO BOX 30099,,COLLEGE STATION,TX,77842-3099,7542,
67,Facilities Management,6000,544385,FOUNDATION BUILDING MATERIALS,PO BOX 744398,,ATLANTA,GA,30374-4398,7545,
89,VC Human Resources,6400,595458,SSA & COMPANY,"685 THIRD AVE, 22ND FLOOR",,NEW YORK,NY,10017,7550,
44,Bradford Campus,7100,352396,THYSSENKRUPP ELEVATOR CORP,PO BOX 933004,,ATLANTA,GA,31193-3004,7554,
