year,amount,vendor_number,vendor_name,vendor_address,purchaser_department,type
2016,2000,230344,"WQED","ATTN ROBIN MARTIN
4802 5TH AVE
PITTSBURGH, PA 15213","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2016,25000,230344,"WQED","ATTN ROBIN MARTIN
4802 5TH AVE
PITTSBURGH, PA 15213","School of Medicine Division Administration","Professional Services"
2016,2000,118700,"WQED PITTSBURGH","4802 5TH AVE
ATTN: CAROL
PITTSBURGH, PA 15213","Chancellor","Professional Services"
2016,8000,118700,"WQED PITTSBURGH","4802 5TH AVE
ATTN: CAROL
PITTSBURGH, PA 15213","Chancellor","Purchases for Resale"
2016,6000,118700,"WQED PITTSBURGH","4802 5TH AVE
ATTN: CAROL
PITTSBURGH, PA 15213","V C Institutional Advancement","Professional Services"
2016,20884,359863,"WRECKING CREW MEDIA LLC","209 9TH STREET
SUITE 800
PITTSBURGH, PA 15222","Chancellor","Purchases for Resale"
2016,1850,574219,"WRIGHT, DONALD A","303 KEARSARGE STREET
PITTSBURGH, PA 15211","School of Education","Professional Services"
2016,10500,547843,"WRIGHT'S MEDIA LLC","2407 TIMBERLOCH PLACE, SUITE B
THE WOODLANDS, TX 77380","School of Nursing","Professional Services"
2016,1118,113136,"WRS GROUP INC","PO BOX 678231
DALLAS, TX 75267-8231","School of Nursing","Supplies/Equipment"
2016,58501,112896,"WTAE-TV","PO BOX 26887
LEHIGH VALLEY, PA 18002-6887","Athletics","Professional Services"
2016,6007,566347,"WTC ADMINISTRACAO E HOTELARIA LTDA","AVENIDA DAS NACOES UNIDAS 12559
SAO PAULO,  04578-905","Katz Graduate School of Business","Space Rental"
2016,2285,560648,"WU, YICHING","1059 CUTLEAF DRIVE
SUMTER, SC 29150","School of Dental Medicine","Professional Memberships"
2016,3820,577175,"WU, YUE","21 LORONG 3 TOA PAYOH TREVISTA #10-02
SINGAPORE,  319581","Katz Graduate School of Business","Professional Services"
2016,1392,113068,"WW GRAINGER INC","1275 TRI STATE PARKWAY
GURNEE, IL 60031","Facilities Management","Supplies/Equipment"
2016,2482,182161,"WW NORTON & CO INC","NATIONAL BOOK CO
800 KEYSTONE IND. PARK
DUNMORE, PA 18512","Bradford Campus","Purchases for Resale"
2016,36737,182161,"WW NORTON & CO INC","NATIONAL BOOK CO
800 KEYSTONE IND. PARK
DUNMORE, PA 18512","Business Operations","Purchases for Resale"
2016,2669,472405,"WWW.MOLPORT.COM","
LATVIA,  00000","School of Medicine","Supplies/Equipment"
2016,1137,470966,"WWW.REDGATE.COM","
UNITED KINGDOM,  00000","School of Medicine Division Administration","Supplies/Equipment"
2016,29978,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","Athletics","Professional Services"
2016,2500,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","Business Operations","Facility Alterations"
2016,796588,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","Chief Financial Officer","Supplies/Equipment"
2016,3720,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","School of Medicine","Supplies/Equipment"
2016,1772,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","Sr V C and Provost","Supplies/Equipment"
2016,1511,505445,"WYNDHAM PITTSBURGH UNIVERSITY CENTER","545 E JOHN CARPENTER FREEWAY STE 1300
IRVING, TX 75062","Swanson School of Engineering","Professional Services"
2016,1855,313509,"WYNN FRICK CONSULTING","241 JENNIE DR
N HUNTINGDON, PA 15642","Swanson School of Engineering","Supplies/Equipment"
2016,2500,113144,"WYNN, RICHARD L","713 DALE AVE
BALTIMORE, MD 21206","School of Dental Medicine","Professional Services"
2016,1068,555475,"WYR CLOTHING","601 W. RIO SALADO PARKWAY #3080
TEMPE, AZ 85281","Business Operations","Purchases for Resale"
2016,12379,112698,"XEROX CORP","PO BOX 904099
CHARLOTTE, NC 28290-4099","Bradford Campus","Routine Maintenance"
2016,1192,112698,"XEROX CORP","PO BOX 904099
CHARLOTTE, NC 28290-4099","Johnstown Campus","Supplies/Equipment"
2016,1044,112698,"XEROX CORP","PO BOX 904099
CHARLOTTE, NC 28290-4099","Johnstown Campus","Professional Services"
2016,1671,112698,"XEROX CORP","PO BOX 904099
CHARLOTTE, NC 28290-4099","School of Medicine","Routine Maintenance"
2016,3182,495655,"XEROX CZECH REPUBLIC SRO","VINOHRADSKA 151/2828
PRAHA,  313000","Katz Graduate School of Business","Printing/Publishing"
2016,31279,295128,"XEROX EDUCATION SERVICES INC","PO BOX 201322
EDUCATIONAL SERVICE
DALLAS, TX 75320-1322","Chief Financial Officer","Professional Services"
2016,4930,435462,"XFORTY TECHNOLOGIES","1300 BENT CREEK BLVD
MECHANICSBURG, PA 17050","Chancellor","Professional Services"
2016,11773,435462,"XFORTY TECHNOLOGIES","1300 BENT CREEK BLVD
MECHANICSBURG, PA 17050","Chancellor","Purchases for Resale"
2016,254494,403998,"XO COMMUNICATIONS SERVICES INC","14239 COLLECTIONS CENTER DRIVE
CHICAGO, IL 60693","Computing Services & Systems Development","Purchases for Resale"
2016,57525,490205,"XOS DIGITAL INC","PO BOX 742251
ATLANTA, GA 30374-2251","Athletics","Supplies/Equipment"
2016,4660,152356,"XPEDX","211 HOUSE AVE
CAMP HILL, PA 17011","Business Operations","Supplies/Equipment"
2016,2513,152356,"XPEDX","211 HOUSE AVE
CAMP HILL, PA 17011","Business Operations","Purchases for Resale"
2016,2107,152356,"XPEDX","211 HOUSE AVE
CAMP HILL, PA 17011","Chancellor","Purchases for Resale"
2016,14411,152356,"XPEDX","211 HOUSE AVE
CAMP HILL, PA 17011","School of Medicine Division Administration","Supplies/Equipment"
2016,1527,566963,"X-TRONIC INTERNATIONAL INC","PCARD
, NE 685220000","Swanson School of Engineering","Supplies/Equipment"
2016,46709,112710,"YADCO MUSIC","1000 E PITTSBURGH-MCKEESPORT BLVD
NORTH VERSAILLES, PA 15137-1520","Athletics","Supplies/Equipment"
2016,26518,112710,"YADCO MUSIC","1000 E PITTSBURGH-MCKEESPORT BLVD
NORTH VERSAILLES, PA 15137-1520","Athletics","Routine Maintenance"
2016,1802,295212,"YAGI BOOK STORE LTD","3-8 KANDA OGAWAMCHI
CHIYODA-KU
TOKYO,  101-0052","Libraries","Library Acquisitions"
2016,1450,524954,"YAHAGI, TOMOYA","2846308 MIYAZAKI MIYAMAE KU
KAWASAKI SHI
KANAGAWA,  2160033","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2016,4999,391398,"YAMPOLSKY, PHILIP","1805 OAK PARK DRIVE
CHAMPAIGN, IL 61822","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2016,19686,213019,"YBP LIBRARY SERVICES","P O BOX 277991
ATLANTA, GA 30384-7991","Libraries","Professional Services"
2016,1257033,213019,"YBP LIBRARY SERVICES","P O BOX 277991
ATLANTA, GA 30384-7991","Libraries","Library Acquisitions"
2016,2669,213019,"YBP LIBRARY SERVICES","P O BOX 277991
ATLANTA, GA 30384-7991","School of Law","Library Acquisitions"
2016,11473,213019,"YBP LIBRARY SERVICES","P O BOX 277991
ATLANTA, GA 30384-7991","Sr V C Health Sciences","Library Acquisitions"
2016,1263,504396,"YMC AMERICA INC","941
MARCON BLVD, SUITE 291
ALLENTOWN, PA 18109","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2016,9704,149721,"YMCA","330 BLVD OF THE ALLIES
PITTSBURGH, PA 15222","Student Affairs","Supplies/Equipment"
2016,7370,149721,"YMCA","330 BLVD OF THE ALLIES
PITTSBURGH, PA 15222","Student Affairs","Professional Services"
2016,7855,280059,"YOKOGAWA CORPORATION OF AMERICA","PO BOX 409220
ATLANTA, GA 30384-9220","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2016,1069,112740,"YOUNG DENTAL MANUFACTURING CO","25787 NETWORK PLACE
CHICAGO, IL 60673-1257","School of Dental Medicine","Supplies/Equipment"
2016,2968,112740,"YOUNG DENTAL MANUFACTURING CO","25787 NETWORK PLACE
CHICAGO, IL 60673-1257","School of Dental Medicine","Purchases for Resale"
2016,37454,380121,"YOUNG, JONATHAN MICHAEL","2759 OLD OAK WALK
JOHNS ISLAND, SC 29455","School of Pharmacy","Professional Services"
2016,421000,112744,"YOUNGSTOWN STATE UNIVERSITY","INTERLIBRARY LOAN
MAAG LIBRARY
YOUNGSTOWN, OH 44555","Athletics","Professional Services"
2016,1904,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","Katz Graduate School of Business","Supplies/Equipment"
2016,1135,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2016,1250,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","School of Education","Professional Services"
2016,4735,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","School of Medicine","Professional Services"
2016,1375,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","School of Social Work","Professional Services"
2016,7408,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","Swanson School of Engineering","Professional Services"
2016,1145,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","Swanson School of Engineering","Printing/Publishing"
2016,2765,537360,"YOURMEMBERSHIP.COM INC","DEPT 3461
BOX 123461
DALLAS, TX 75312-3461","Swanson School of Engineering","Professional Memberships"
2016,19927,559428,"YOUVISIT LLC","20533 BISCAYNE BLVD, SUITE 1322
AVENTURA, FL 33180","Sr V C and Provost","Professional Services"
2016,1400,112753,"YWCA OF GREATER PITTSBURGH","8500 THOMPSON RUN ROAD
YWCA CENTER FOR RACE RELATIONS
ALLISON PARK, PA 15101","Swanson School of Engineering","Professional Services"
2016,11726,179960,"Z&M AG AND TURF","1756 LINDQUIST DR
FALCONER, NY 14733","Bradford Campus","Supplies/Equipment"
2016,1201,179960,"Z&M AG AND TURF","1756 LINDQUIST DR
FALCONER, NY 14733","Bradford Campus","Routine Maintenance"
2016,21714,561420,"ZAKLAD GRAFICZNY COLONEL SPOLKA AKCYJNA","UL DABROWSKIEGO 16
KRAKOW,  30-532","Sr V C and Provost","Purchases for Resale"
2016,15925,293340,"ZAMPOGNA, MARK","49 YORK ST
BRADFORD, PA 16701","Bradford Campus","Professional Services"
2016,1152,138306,"ZAPPONE'S AUTO SERVICE","720 MT PLEASANT ROAD
GREENSBURG, PA 15601","Greensburg Campus","Professional Services"
2016,4902,138306,"ZAPPONE'S AUTO SERVICE","720 MT PLEASANT ROAD
GREENSBURG, PA 15601","Greensburg Campus","Routine Maintenance"
2016,116420,463196,"ZE DESIGN","6520 CENTERVILLE BUSINESS PARKWAY
CENTERVILLE, OH 45459","Athletics","Professional Services"
2016,13125,463196,"ZE DESIGN","6520 CENTERVILLE BUSINESS PARKWAY
CENTERVILLE, OH 45459","Athletics","Routine Maintenance"
2016,4878,112769,"ZEE MEDICAL INC","PO BOX 4602
CHESTERFIELD, MO 63006-4602","Business Operations","Supplies/Equipment"
2016,6850,112769,"ZEE MEDICAL INC","PO BOX 4602
CHESTERFIELD, MO 63006-4602","Facilities Management","Supplies/Equipment"
2016,19420,460702,"ZENDESK INC","DEPT CH 19895
PALATINE, IL 60055-9895","School of Dental Medicine","Supplies/Equipment"
2016,1190,158163,"ZEST ANCHORS INC","2061 WINERIDGE PL SUITE 100
ESCONDIDO, CA 92029","School of Dental Medicine","Supplies/Equipment"
2016,6212,566280,"ZEUS SCIENTIFIC INC","PO BOX 38
RARITAN, NJ 08869","UPMC Hillman Cancer Center","Supplies/Equipment"
2016,2893,320495,"ZIMMER DENTAL INC","1900 ASTON AVE
CARLSBAD, CA 92008-7308","School of Dental Medicine","Supplies/Equipment"
2016,11690,546705,"ZIPPITYPRINT.COM","PCARD
, NJ 080620000","University Center for International Studies","Supplies/Equipment"
2016,1500,574817,"ZITVOGEL, LAURENCE","14-16 AVENUE DE L'OBSERVATOIRA
PARIS,  75006","UPMC Hillman Cancer Center","Professional Services"
2016,4565,513523,"ZOETIS","PO BOX 419022
BOSTON, MA 02241-9022","School of Medicine Division Administration","Supplies/Equipment"
2016,4995,439201,"ZOHO CORPORATION","PO BOX 742760
LOS ANGELES, CA 90074-2760","School of Medicine Division Administration","Supplies/Equipment"
2016,2610,408121,"ZOOLOGIX","9811 OWENSMOUTH AVENUE
SUITE 4
CHATSWORTH, CA 91311","School of Medicine","Supplies/Equipment"
2016,7466,112798,"ZORESCO EQUIPMENT CO","1241 LOWER RODI ROAD
TURTLE CREEK, PA 15145","Business Operations","Routine Maintenance"
2016,14673,493002,"ZORO TOOLS INC","909 ASBURY DR
BUFFALO GROVE, IL 60089","Facilities Management","Routine Maintenance"
2016,3500,573847,"ZUCKER, RACHEL","175 WEST 93RD ST #11F
NEW YORK, NY 10025","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2016,6130,554641,"ZURICH INSTRUMENTS AG","TECHNOPARKSTRASSE 1
ZURICH,  8005","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2017,1000,596036,"TOBER, JENNIFER ANN","542 GETTYSBURG ST
PITTSBURGH, PA 15206","Kenneth P. Dietrich School of Arts and Sciences","Supplies/Equipment"
2017,1000,599273,"KWA, LOIS","3712 IONA AVE
CINCINNATI, OH 45213","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,576884,"MINITALIA","4415 OLD WILLIAM PENN HIGHWAY
MONROEVILLE, PA 15146","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,548416,"LOPEZ, ANA","6 LEWELL AVE
OXFORD,  OX3 ORL","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,403924,"BENDER, MARK","139 W OLD POWELL ROAD
SHAWNEE HILLS, OH 43065","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,587396,"PEGRAM, LAURA","334 EAST 73RD STREET, #5C
NEW YORK, NY 10021","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,367118,"DUCHIN, MARC S","344 HAZEL DRIVE
PITTSBURGH, PA 15228","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,576126,"HARRIS, CONRAD","244 WEST 4TH STREET #4/5B
NEW YORK, NY 10014","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,600979,"O'SHEA, JOHN M","2851 WHIPPORWILL LANE
ANN ARBOR, MI 48103","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,314656,"SWEET, JAMES H","1102 CHAPEL HILL ROAD
MADISON, WI 53711","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,587394,"KOERNER, JOSEPH","121 BRATTLE STREET
CAMBRIDGE, MA 02138","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,586300,"LINDSAY, LISA A","402 CLAYTON ROAD
CHAPEL HILL, NC 27415","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,595834,"MENGISTE, MAAZA","15803 73RD AVE #2
FLUSHING, NY 11366","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,600989,"WADLEY, SUSAN S","302 CARLTON DRIVE
SYRACUSE, NY 13214","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,564313,"CLOTAIRE, TIFFANY","907 BENTON AVE
PITTSBURGH, PA 15212","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,601684,"DIAZ, EMILIO MOYA","MANUEL ANTONIO TOCORNAL 359 DPTO 508
SANTIAGO,  ","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,203319,"WELSH, SHARON LEE","700 HICKORY DRIVE
ALIQUIPPA, PA 15001","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,595628,"WHEAT, JOHN DAVID","531 DURAND ST
EAST LANSING, MI 48823","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,131831,"KRAULAND, MARY ANN+E495","222 School of LawRENCE AVE
PITTSBURGH, PA 15238","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,102717,"COLUMBIA UNIVERSITY","OFC OF ADMISSIONS & FINANCIAL AID
COLUMBIA UNIVERSITY/SIPA
NEW YORK, NY 10027","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,585969,"COPELAND, REBECCA L","900 TRINITY AVE
ST LOUIS, MO 63130","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,583642,"MERCER, KOBENA PAUL","258 ST JOHN STREET
NEW HAVEN, CT 06511","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,592158,"EDWARDS, BRIAN THOMAS","1632 WESLEY AVE
EVANSTON, IL 60201","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,592729,"RENAUD, YOUNG-KEY KIM","1340 MERRIE RIDGE ROAD
MCLEAN, VA 22101","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,600993,"TANNER, LISA SATTENSPIEL","611 WESTRIDGE DRIVE
COLUMBIA, MO 65203","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,602059,"BENAVENTE, GABRIEL ALEXIS","15629 SW 73RD CIR TERR APT 94
MIAMI, FL 33193","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,587511,"VALENTIN, JOHANNES ANDREAS","RUE SENADOR EUSEBIO 10 APT 3
RIO DE JANEIRO,  222500080","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,579895,"CASTILLO-GARSOW, MELISSA ANN","318 E 106TH APT 8
NEW YORK, NY 10029","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,578128,"PITTSBURGH POETRY COLLECTIVE","1301 BERRY STREET
PITTSBURGH, PA 15204-2439","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,601775,"CHIRINOS, PAULA VALERIA MUNOZ","AVENIDA LA PAZ 1429 DPT 401 MIRAFLORES
LIMA-PERU
LIMA,  LIMA 11","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,521250,"MEYER, JESSICA                         1","255 FIELDSTON TERRACE
APT 6-B
BRONX, NY 10471","Kenneth P. Dietrich School of Arts and Sciences","Professional Services"
2017,1000,143491,"AMERICAN ACADEMY IN ROME","7 EAST 60TH STREET
NEW YORK, NY 10022-1001","Kenneth P. Dietrich School of Arts and Sciences","Professional Memberships"
2017,1000,368711,"AON RISK SERVICES CENTRAL INC","1650 MARKET
SUITE 1000
PHILADELPHIA, PA 19103","Kenneth P. Dietrich School of Arts and Sciences","Insurance"
2017,1000,375902,"CREO, ROBERT","1807 JANCEY ST 1ST FLOOR
PITTSBURGH, PA 15206-1065","V C Human Resources","Professional Services"
2017,1000,378249,"SPIEGEL, ALLEN MICHAEL","1300 MORRIS PARK AVE
SUITE 312 BELFER BLDG
BRONX, NY 10461","School of Medicine","Professional Services"
2017,1000,574581,"SFRBM FOUNDATION","8365 KEYSTONE CROSSING, SUITE 107
INDIANAPOLIS, IN 46240","School of Medicine","Professional Memberships"
2017,1000,457805,"AV LAUTTAMUS COMMUNICATIONS INC","29 NOBLESTOWN RD
CARNEGIE, PA 15106","Athletics","Supplies/Equipment"
2017,1000,589501,"SMITH, MARCUS D","515 MICHAEL CIRCLE
MONROE, GA 30655","Athletics","Professional Services"
2017,1000,552532,"LOVING GUIDANCE INC","PCARD
, MO 641110000","School of Education","Supplies/Equipment"
2017,1000,589929,"MURAYAMA, KO","81 EASTCOURT AVE
EARLEY,  RG6 1HH","School of Education","Professional Services"
2017,1000,496674,"QUALTRICS LLC","DEPT#880102, PO BOX 29650
PHOENIX, AZ 85038-9650","Johnstown Campus","Supplies/Equipment"
2017,1000,207375,"WJAC TV","SINCLAIR BROADCAST GROUP
PO BOX 206270
DALLAS, TX 75320-6270","Johnstown Campus","Professional Services"
2017,1000,592702,"CORTESE ASSOCIATES","148 CLARUTH SDR
WINDBER, PA 15963","Johnstown Campus","Professional Services"
2017,1000,505982,"ROSS CHIROPRACTIC PC","DR RICHARD ROSS
2831 BEDFORD ST
Johnstown Campus, PA 15904","Johnstown Campus","Professional Services"
2017,1000,457151,"CAM RON VIDEO PRODUCTIONS","1335 ROUTE 403 HIGHWAY NORTH
NORTHERN CAMBRIA, PA 15714","Johnstown Campus","Professional Services"
2017,1000,601942,"AURA CURIATLAS PHYSICAL THEATRE","2825 HIDDEN LAKE DRIVE
WILLIAMSBURG, VA 23185","Johnstown Campus","Professional Services"
2017,1000,356308,"Johnstown Campus CAMBRIA COUNTY AIRPORT AUTHORI","479 AIRPORT ROAD
SUITE 1
Johnstown Campus, PA 15904-9438","Johnstown Campus","Professional Services"
2017,1000,323454,"FRANK J PASQUERILLA CONFERENCE CENTER","301 NAPOLEAN ST
Johnstown Campus, PA 15901","Johnstown Campus","Space Rental"
2017,1000,599488,"HICKS, DIANA","310 SUTHERLAND PLACE
ATLANTA, GA 30307","Libraries","Professional Services"
2017,1000,124783,"CONFERENCE BOARD","845 THIRD ST
NEW YORK, NY 10022","Libraries","Library Acquisitions"
2017,1000,345627,"DATABANKS INTERNATIONAL","23 MURRAY ST
BINGHAMTON, NY 13905","Libraries","Library Acquisitions"
2017,1000,349999,"LAZURE, CATHERINE","593 RIVERSIDE DR
APT #6D
NEW YORK, NY 10031","Chancellor","Professional Services"
2017,1000,540187,"TOM M JOHNSON PHOTOGRAPHY","128 WYNGATE ROAD
MOON TOWNSHIP, PA 15108-1029","Chancellor","Professional Services"
2017,1000,590527,"LEVITT, SHIA","828 SAN CARLOS AVE
ALBANY, CA 94706","Chancellor","Professional Memberships"
2017,1000,595832,"WESTMORELAND/FRICK HOSPITAL FOUNDATION","446 WEST PITTSBURGH STREET
Greensburg Campus, PA 15601","Greensburg Campus","Professional Services"
2017,1000,210311,"GENERAL TALENT ASSOCIATES","4110 MONROEVILLE BLVD
MONROEVILLE, PA 15146","Greensburg Campus","Professional Memberships"
2017,1000,106215,"JUST HARVEST","120 E 9TH AVE
HOMESTEAD, PA 15120","School of Social Work","Supplies/Equipment"
2017,1000,584126,"LEE, JASON D","19280 ELDRIDGE LANE
SOUTHFIELD, MI 48076","School of Social Work","Professional Services"
2017,1000,584001,"ISHOP, KEDRA B","PO BOX 4237
ANN ARBOR, MI 49106","School of Social Work","Professional Services"
2017,1000,584003,"GARCES, LILIANA","1700 E 4TH STREET APT 1409
AUSTIN, TX 78702","School of Social Work","Professional Services"
2017,1000,584002,"REDDICK, RICHARD J","2601 LOU JOHN STREET
AUSTIN, TX 78727","School of Social Work","Professional Services"
2017,1000,151191,"ICSD","LOUISIANA STATE UNIV
SCHOOL OF School of Social Work
BATON ROUGE, LA 70803","School of Social Work","Professional Memberships"
2017,1000,585983,"BLOCK, JEREMY","301 E 22ND ST, APT 1J
NEW YORK, NY 10010","Sr V C Research","Professional Services"
2017,1000,589818,"STERMAN, JOHN D","11 BLOOMFIELD STREET
LEXINGTON, MA 02421","Honors College","Professional Services"
2017,1000,146220,"ABBOTT MOLECULAR INC","D42 D AP6C
ONE ABBOTT PARK ROAD
ABBOTT PARK, IL 60064-3500","School of Dental Medicine","Routine Maintenance"
2017,1000,232430,"B&R POOLS & SWIM SHOP","1105 WASHINGTON BOULEVARD
PITTSBURGH, PA 15206","Student Affairs","Supplies/Equipment"
2017,1000,120451,"PITTSBURGH BALLET THEATRE INC","2900 LIBERTY AVE
PITTSBURGH, PA 15201","Student Affairs","Supplies/Equipment"
2017,1000,401823,"COMPASS BUSINESS SOLUTIONS INC","PO BOX 1932
CRANBERRY TOWNSHIP, PA 16066","Student Affairs","Supplies/Equipment"
2017,1000,374472,"AROUNDCAMPUS GROUP","88 VILCOM CENTER DRIVE
SUITE 160
CHAPEL HILL, NC 27514","Business Operations","Professional Services"
2017,1000,168199,"FINNERY, JR, UZELL","2637 WEBSTER AVENUE
PITTSBURGH, PA 15219","Business Operations","Professional Services"
2017,1000,535215,"BRAIN & BEHAVIOR RESEARCH FOUNDATION","90 PARK AVENUE, 16TH FL
NEW YORK, NY 10016","Sr V C Health Sciences","Supplies/Equipment"
2017,1000,108958,"PENNSYLVANIA STATE UNIVERSITY","INTERCOLLEGIATE ATHLETICS
3000 IVYSIDE PARK
ALTOONA, PA 16601","Facilities Management","Supplies/Equipment"
2017,1000,598709,"GOLDRICK-RAB, SARA","846 INDEPENDENCE COURT
PHILADELPHIA, PA 19147","College of General Studies","Professional Services"
2017,1000,398245,"STATPOINT TECHNOLOGIES INC","P O BOX 208
ORLEAN, VA 20128","Katz Graduate School of Business","Supplies/Equipment"
2017,1000,592149,"THE PITTSBURGH PATRIKA, INC","4006 HOLIDAY PARK DR
MURRYSVILLE, PA 15668","Katz Graduate School of Business","Professional Services"
2017,1000,100357,"ALLEGHENY PIPE ORGAN COMPANY","338 GLADE MILL ROAD
VALENCIA, PA 16059","V C Institutional Advancement","Professional Services"
2017,1000,306923,"ORGAN ARTIST SERIES OF PITTSBURGH","1156 OLD FARM ROAD
School of LawRENCE, PA 15055","V C Institutional Advancement","Professional Services"
2017,1000,315957,"CORO CENTER FOR CIVIC LEADERSHIP","33 TERMINAL WAY
SUITE 429 A
PITTSBURGH, PA 15219","School of Medicine Division Administration","Supplies/Equipment"
2017,1000,586093,"KUPPERS, PETRA","555 E WILLIAM 23C
ANN ARBOR, MI 48104","School of Medicine Division Administration","Professional Services"
2017,1000,244014,"LEWIS, BRADLEY","6 BUD STREET
NEW PALTZ, NY 12561","School of Medicine Division Administration","Professional Services"
2017,1000,362316,"BOTKIN, JEFFREY","2550 BROKEN HILL DRIVE
PARK CITY, UT 84098","School of Medicine Division Administration","Professional Services"
2017,1000,262592,"KUCZEWSKI, MARK","140 MARENGO AVE #202
FOREST PARK, IL 60130","School of Medicine Division Administration","Professional Services"
2017,1000,393384,"CUNICELLI, JEANNE","BIRCHMERE VENTURES
ONE NORTH SHORE CENTER 12 FEDERAL ST
PITTSBURGH, PA 15212","School of Medicine Division Administration","Professional Services"
2017,1000,586915,"HOLLINGSWORTH, JANE H","1249 HAZELWOOD DRIVE
FORT WASHINGTON, PA 19034","School of Medicine Division Administration","Professional Services"
2017,1000,586554,"PLIAM, NATHAN BARRETT","171 MAIN STREET #272
LOS ALTOS, CA 94022","School of Medicine Division Administration","Professional Services"
2017,1000,412006,"ARNOLD P GOLD FOUNDATION","619 E PALISADE AVENUE
ENGLEWOOD CLIFFS, NJ 07632","School of Medicine Division Administration","Professional Memberships"
2017,1000,146202,"FRIENDS OF THE NATIONAL LIBRARY OF MEDIC","PO BOX 75126
BALTIMORE, MD 21275-5125","School of Medicine Division Administration","Professional Memberships"
2017,1000,445150,"SPECTRUM ENVIRONMENTAL INC","102 TECHNOLOGY LANE
EXPORT, PA 15632","School of Medicine Division Administration","Routine Maintenance"
2017,1000,105624,"INDIANA UNIVERSITY OF PENNSYLVANIA","ACCOUNTS RECEIVABLE OFFICE
219 CLARK HALL
INDIANA, PA 15705","Business Operations","Supplies/Equipment"
